Throughput,Latency
3336,19.09
3440,18.59
3575,17.97
3471,18.36
3394,18.84
3442,18.61
3472,18.5
3435,18.54
3547,18.05
3557,18.19
3661,17.34
3626,17.68
3554,17.85
3456,18.53
3434,18.87
3434,18.54
3491,18.14
3524,18.1
3532,18.38
3518,18.14
3431,18.57
3470,18.36
3560,18.19
3539,18.0
3378,18.89
3687,17.25
3598,18.0
3571,17.85
3597,17.63
3522,18.46
3437,18.46
3527,18.06
3501,18.2
3607,17.97
3510,18.21
3589,17.68
3416,18.73
3526,18.29
3539,18.0
3518,18.19
3455,18.44
3403,18.94
3474,18.33
3557,17.99
3516,18.12
3561,18.09
3512,18.15
3451,18.54
3448,18.48
3478,18.59
3457,18.37
3484,18.38
3506,18.16
3504,18.25
3501,18.44
3462,18.4
3362,18.95
3401,18.95
3654,17.46
3573,17.89
3458,18.35
3508,18.51
3516,18.06
3441,18.59
3486,18.45
3433,18.62
3417,18.73
3467,18.38
3686,17.49
3535,18.09
3403,18.58
3435,18.54
3617,18.0
3429,18.26
3513,18.43
3356,18.99
3410,19.06
3499,18.13
3410,18.61
3478,18.39
