Throughput,Latency
2332,3.43
2449,3.26
2265,3.51
2267,3.53
2267,3.52
2131,3.78
2223,3.6
2161,3.68
2263,3.52
2206,3.63
2128,3.78
2405,3.32
2563,3.12
2203,3.63
2241,3.57
2446,3.27
2360,3.36
2499,3.22
2325,3.42
2368,3.37
2419,3.31
2512,3.19
2096,3.81
2314,3.45
2373,3.37
2615,3.05
2306,3.46
2287,3.5
2314,3.45
2355,3.39
2211,3.61
2412,3.31
2259,3.54
2504,3.19
2018,3.96
2077,3.85
2315,3.46
2628,3.04
2177,3.67
2278,3.51
2303,3.47
2133,3.74
2288,3.5
2200,3.64
2422,3.3
2344,3.4
2135,3.75
2190,3.65
2417,3.3
2218,3.61
2056,3.88
2334,3.43
2232,3.58
2269,3.51
2383,3.36
2039,3.91
2132,3.76
2465,3.23
2330,3.45
2304,3.47
2243,3.56
2278,3.5
2407,3.33
2363,3.38
2139,3.74
2281,3.51
2314,3.45
2478,3.22
2186,3.66
2353,3.4
2550,3.14
2377,3.36
2027,3.93
2334,3.43
2441,3.27
2318,3.44
2312,3.46
2547,3.14
2530,3.15
2192,3.66
