Throughput,Latency
2945,5.43
2992,5.35
2943,5.43
2912,5.49
2896,5.53
3004,5.32
3064,5.21
3045,5.26
3031,5.27
2990,5.35
2943,5.43
2948,5.43
3003,5.32
2859,5.59
2802,5.71
2894,5.52
2950,5.44
2945,5.42
2977,5.37
2986,5.35
3034,5.27
2949,5.42
3023,5.28
2949,5.42
2923,5.48
3021,5.29
2902,5.51
3024,5.29
3006,5.32
3013,5.31
3129,5.11
3069,5.21
3105,5.15
3133,5.1
3151,5.07
3129,5.11
3088,5.19
3070,5.2
3128,5.12
3027,5.28
2967,5.38
2958,5.41
2958,5.41
2951,5.4
3037,5.28
2915,5.49
2921,5.47
2955,5.41
3020,5.29
2996,5.33
2996,5.34
2973,5.39
3002,5.32
2990,5.34
2925,5.47
2956,5.41
2971,5.38
3013,5.3
2960,5.4
2933,5.45
2937,5.45
2943,5.44
2923,5.46
2966,5.4
2954,5.41
2938,5.45
3035,5.27
2998,5.33
2899,5.52
2949,5.42
2910,5.5
2990,5.34
2918,5.47
2891,5.54
2884,5.54
2784,5.74
2924,5.46
2961,5.39
3003,5.34
3025,5.28
