SETS,GETS,MGETS,INVLD,TOT,HITS,RSP T,Q T,SVR T,Q LEN
3926,0,0,0,3926,3926,6790.06,4792.24,1976.07,16
3955,0,0,0,3955,3955,6763.58,4780.13,1967.61,24
3881,0,0,0,3881,3881,6911.92,4885.33,2008.22,22
3998,0,0,0,3998,3998,6635.87,4673.22,1943.66,24
3583,0,0,0,3583,3583,7216.04,5049.48,2149.34,16
3564,0,0,0,3564,3564,7471.48,5262.20,2189.17,11
4026,0,0,0,4026,4026,6504.14,4562.28,1926.10,16
4025,0,0,0,4025,4025,6627.15,4682.67,1927.65,16
4175,0,0,0,4175,4175,6198.33,4320.44,1858.95,24
3951,0,0,0,3951,3951,6610.65,4629.13,1966.03,15
4010,0,0,0,4010,4010,6656.53,4708.76,1932.21,24
3952,0,0,0,3952,3952,6669.33,4683.55,1969.02,24
4057,0,0,0,4057,4057,6577.09,4638.86,1921.28,24
4087,0,0,0,4087,4087,6520.78,4606.88,1898.60,16
4087,0,0,0,4087,4087,6339.19,4426.04,1897.10,16
4137,0,0,0,4137,4137,6375.86,4488.95,1871.66,19
4374,0,0,0,4374,4374,5961.89,4170.50,1775.55,24
4073,0,0,0,4073,4073,6445.93,4515.83,1913.59,24
4070,0,0,0,4070,4070,6486.06,4558.84,1911.56,22
3980,0,0,0,3980,3980,6490.27,4521.91,1948.33,24
4121,0,0,0,4121,4121,6326.37,4435.34,1865.41,16
4130,0,0,0,4130,4130,6446.75,4550.02,1878.44,19
3979,0,0,0,3979,3979,6560.17,4596.15,1944.62,24
4011,0,0,0,4011,4011,6609.40,4654.53,1932.78,21
4021,0,0,0,4021,4021,6701.18,4743.05,1939.04,20
3882,0,0,0,3882,3882,6926.39,4899.58,2007.97,16
3963,0,0,0,3963,3963,6611.37,4636.23,1958.60,22
3814,0,0,0,3814,3814,6733.39,4695.35,2019.07,16
3827,0,0,0,3827,3827,7037.42,4982.96,2037.70,16
3882,0,0,0,3882,3882,6810.55,4786.62,2005.06,16
3811,0,0,0,3811,3811,7049.23,4991.99,2037.53,18
3933,0,0,0,3933,3933,6835.24,4837.11,1980.17,24
4079,0,0,0,4079,4079,6664.02,4733.16,1913.96,15
4160,0,0,0,4160,4160,6436.42,4547.02,1873.94,17
4104,0,0,0,4104,4104,6552.65,4641.54,1892.44,16
4126,0,0,0,4126,4126,6521.12,4615.57,1887.69,24
4236,0,0,0,4236,4236,6324.05,4466.08,1842.55,18
4044,0,0,0,4044,4044,6582.24,4641.66,1918.32,16
3938,0,0,0,3938,3938,6684.61,4697.07,1966.40,24
4009,0,0,0,4009,4009,6652.75,4692.77,1942.74,16
3934,0,0,0,3934,3934,6894.70,4896.28,1980.98,16
3953,0,0,0,3953,3953,6757.84,4770.34,1971.39,24
4036,0,0,0,4036,4036,6388.70,4449.79,1921.11,8
3963,0,0,0,3963,3963,6644.05,4683.33,1940.05,16
3988,0,0,0,3988,3988,6679.09,4705.68,1949.15,16
4075,0,0,0,4075,4075,6522.71,4602.81,1901.24,16
3912,0,0,0,3912,3912,6832.98,4833.17,1980.97,24
4030,0,0,0,4030,4030,6490.81,4553.99,1917.86,16
3857,0,0,0,3857,3857,6776.06,4738.22,2019.59,24
4004,0,0,0,4004,4004,6607.93,4644.62,1938.41,16
4217,0,0,0,4217,4217,6288.75,4426.29,1839.17,16
3976,0,0,0,3976,3976,6699.16,4726.34,1954.27,16
4377,0,0,0,4377,4377,6042.93,4249.90,1776.33,24
3935,0,0,0,3935,3935,6713.76,4732.23,1950.88,24
4005,0,0,0,4005,4005,6510.75,4561.21,1928.07,24
4145,0,0,0,4145,4145,6407.32,4509.55,1878.53,24
4046,0,0,0,4046,4046,6522.98,4582.98,1917.99,24
4174,0,0,0,4174,4174,6349.46,4462.84,1863.58,17
4161,0,0,0,4161,4161,6333.66,4448.32,1861.47,16
4018,0,0,0,4018,4018,6506.73,4555.64,1928.59,16
3941,0,0,0,3941,3941,6730.76,4735.81,1974.88,24
4016,0,0,0,4016,4016,6627.33,4666.26,1940.44,16
4057,0,0,0,4057,4057,6545.63,4606.92,1908.96,18
4059,0,0,0,4059,4059,6526.46,4595.59,1906.73,24
4007,0,0,0,4007,4007,6578.12,4620.47,1938.79,16
4037,0,0,0,4037,4037,6583.18,4636.89,1925.74,23
4178,0,0,0,4178,4178,6507.69,4622.84,1866.05,17
4225,0,0,0,4225,4225,6295.82,4435.31,1840.71,15
4179,0,0,0,4179,4179,6216.70,4334.14,1860.88,16
3996,0,0,0,3996,3996,6644.30,4677.91,1943.91,16
3983,0,0,0,3983,3983,6725.84,4753.31,1950.65,23
3977,0,0,0,3977,3977,6675.90,4702.33,1951.72,24
3938,0,0,0,3938,3938,6664.42,4672.44,1967.89,24
3984,0,0,0,3984,3984,6648.17,4672.59,1954.59,16
3974,0,0,0,3974,3974,6687.14,4706.43,1963.18,16
3854,0,0,0,3854,3854,6786.22,4763.66,2003.43,20
4036,0,0,0,4036,4036,6707.18,4758.26,1930.92,16
4056,0,0,0,4056,4056,6355.99,4440.11,1898.69,24
4012,0,0,0,4012,4012,6653.43,4689.00,1947.38,16
3825,0,0,0,3825,3825,6978.12,4924.76,2034.95,23
