Time,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
55.0,8458.33333333,170.552696321,20.0406466667,0.368255012578,16.3258266667,0.289813772543,3.67298,0.0771440138097
56.0,8322.0,270.312165221,20.3277533333,0.638846008223,16.5500633333,0.520783471725,3.73472666667,0.115480021456
57.0,7884.66666667,468.66927453,21.39734,1.13862111102,17.4034166667,0.897147298955,3.94988333333,0.238778516947
58.0,8288.66666667,314.834700897,20.3172466667,0.75531885348,16.5281466667,0.620164056216,3.74554,0.133039427489
59.0,8345.33333333,209.865565435,20.2367766667,0.436483337012,16.4533933333,0.340588692348,3.74040333333,0.0917949643983
60.0,8282.66666667,250.377492776,20.48394,0.598951376713,16.6844566667,0.491005999782,3.75585,0.102174333698
61.0,8406.0,223.572508745,20.0159166667,0.499147338591,16.28488,0.401293070295,3.68440333333,0.0913160961837
62.0,8345.66666667,278.618416876,20.3774033333,0.495329903959,16.5946533333,0.389062482243,3.73962666667,0.102261936331
63.0,8377.33333333,214.367804382,20.0879533333,0.404033306328,16.3427233333,0.315580793494,3.69851333333,0.0830534744741
64.0,8169.66666667,131.159783809,20.52501,0.307478682947,16.6867033333,0.243670881906,3.79225,0.0637195548216
65.0,8321.0,59.5706863035,20.2757133333,0.239130564244,16.4964633333,0.208274798337,3.73861333333,0.0291093597013
66.0,8344.0,307.019000498,19.8878966667,0.274774153362,16.1195866667,0.169751670062,3.72241333333,0.123307454853
67.0,8244.0,44.8627536679,20.22818,0.103980331153,16.42146,0.095987364099,3.75902,0.0179717834396
68.0,8325.0,97.286518422,20.27667,0.334621347894,16.49512,0.302551222881,3.74229,0.0355893504671
69.0,8343.0,125.163892557,20.1557933333,0.233884575854,16.38475,0.188939996824,3.72891333333,0.0491884771963
70.0,8419.33333333,200.576391654,20.0369766667,0.411577262599,16.3082233333,0.328598742271,3.68834666667,0.0829201721872
71.0,8141.66666667,206.045841717,20.6668133333,0.404873846141,16.80759,0.315007817469,3.81404333333,0.0866932793756
72.0,8222.0,152.120566219,20.5079866667,0.244373411856,16.6853033333,0.179381551696,3.77228333333,0.0572755452954
73.0,8171.0,110.112064129,20.5363866667,0.246308846009,16.69762,0.203341176515,3.79785666667,0.0567545101487
74.0,7951.66666667,255.113482374,21.07168,0.784979278877,17.11732,0.658273602134,3.90895333333,0.12060201279
75.0,8211.66666667,159.585574397,20.4791766667,0.495287255663,16.64816,0.425503072844,3.79050666667,0.0722344120824
76.0,8484.0,116.930178597,19.9072833333,0.219356489355,16.20732,0.178477811693,3.65661333333,0.0430214925615
77.0,8367.0,206.554270512,20.2784466667,0.624171932207,16.5297666667,0.535020255401,3.7074,0.0872714859886
78.0,8245.66666667,151.372241694,20.4220833333,0.271714112299,16.59942,0.218830646087,3.77779333333,0.0615399801394
79.0,8422.0,89.8443097809,20.0348033333,0.360606594997,16.30259,0.324532031085,3.69073333333,0.0370353023779
80.0,8271.0,196.429800862,20.4578933333,0.470182431001,16.65715,0.38438226624,3.75857666667,0.0885548268338
