Throughput,Latency
3926,12.13
4022,12.02
4167,11.51
4087,11.64
4149,11.65
4292,11.09
4193,11.53
4146,11.5
4056,11.91
3907,12.19
4250,11.37
3779,12.6
4122,11.68
4187,11.36
4188,11.54
3912,12.17
4071,11.88
3953,12.04
4187,11.54
4137,11.51
3967,12.24
4087,11.69
4241,11.27
4306,11.27
4129,11.58
3925,12.18
4055,11.79
3943,12.26
4226,11.3
4075,11.73
4024,12.06
4039,11.83
4176,11.48
4141,11.55
4132,11.57
4085,11.87
4015,11.9
4310,11.13
4267,11.2
3835,12.46
4297,11.3
4340,11.01
4120,11.69
4170,11.45
3932,12.16
4126,11.58
4017,12.08
4316,11.03
4328,11.04
4402,11.02
4365,10.95
4298,11.13
4117,11.69
4148,11.52
3988,12.17
3658,13.06
3923,12.18
4119,11.74
3984,12.0
4030,11.87
3916,12.2
4293,11.31
4061,11.72
4090,11.68
4262,11.39
4274,11.18
4169,11.46
4049,11.93
3801,12.57
4077,11.72
4211,11.35
3997,12.15
4110,11.67
4186,11.42
4054,11.79
3926,12.17
4063,11.95
4090,11.74
4180,11.43
4045,11.81
