Throughput,Latency
4219,11.46
3893,12.23
3938,12.28
4023,11.83
4109,11.76
4227,11.27
4231,11.42
3765,12.64
4030,12.0
4087,11.65
4252,11.37
4214,11.3
4315,11.2
3980,11.97
3934,12.28
3867,12.31
4066,11.89
3970,11.99
4084,11.84
3884,12.25
3950,12.24
4076,11.7
4113,11.73
4058,11.82
4006,11.98
4131,11.7
4315,11.04
4215,11.47
4318,11.03
4123,11.72
4236,11.24
4091,11.82
3922,12.13
4191,11.53
4241,11.24
4166,11.59
4218,11.29
4072,11.87
3956,12.04
4463,10.83
4261,11.17
4324,11.19
4306,11.05
4246,11.38
4086,11.65
4091,11.82
4233,11.25
4237,11.4
4372,10.89
4268,11.34
4273,11.13
4165,11.62
4286,11.1
4240,11.4
4055,11.74
4365,11.07
4277,11.13
4087,11.83
4004,11.89
4133,11.7
4159,11.44
4013,12.05
3863,12.32
4132,11.7
4187,11.37
4407,10.97
4097,11.64
4034,11.97
4238,11.29
4110,11.7
3999,12.08
4154,11.46
3850,12.56
4132,11.53
4278,11.17
4551,10.57
4022,12.01
3890,12.24
4258,11.36
4206,11.32
