Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,3162.5,182.395105975,2.832236,0.156709414172,0.0,0.0,3162.5,0.0,3162.5,0.0004875,0.00176458658693,0.186644875,0.0561153653904,2.60756625,0.110731463704
1,2,3833.9,135.124846163,2.351426625,0.0850272219097,0.0,0.0,3833.9,0.0,3833.9,0.000425,0.00152427613034,0.0714985,0.0154440908449,2.258446,0.078197840538
1,Total,6996.4,241.953630875,2.5918313125,0.0966881696903,0.0,0.0,6996.4,0.0,6996.4,0.00045625,0.00112563273346,0.1290716875,0.0291040167194,2.433006125,0.0782950337876
2,1,3112.325,233.696480369,2.867754,0.208484650011,0.0,0.0,3112.325,0.0,3112.325,0.0006125,0.00121690362411,0.197434625,0.0612878563961,2.63119975,0.152761087505
2,2,3846.2125,139.944988627,2.33841775,0.085659080596,0.0,0.0,3846.2125,0.0,3846.2125,0.0003125,0.00116481921235,0.0700615,0.0134843631053,2.246306125,0.0814505071667
2,Total,6958.5375,314.61774853,2.603085875,0.13036915823,0.0,0.0,6958.5375,0.0,6958.5375,0.0004625,0.000902791030953,0.1337480625,0.0321836454899,2.4387529375,0.103373613213
3,1,3112.4875,199.182633181,2.872368625,0.17926248106,0.0,0.0,3112.4875,0.0,3112.4875,0.0007125,0.00155240727724,0.19581325,0.0544429268406,2.63732975,0.130811692863
3,2,3932.6625,121.828884329,2.2991205,0.0740738794889,0.0,0.0,3932.6625,0.0,3932.6625,0.0003875,0.00102492667228,0.066021625,0.0129315390573,2.212407,0.0708575762527
3,Total,7045.15,268.700628671,2.5857445625,0.109106060646,0.0,0.0,7045.15,0.0,7045.15,0.00055,0.000919548595917,0.1309174375,0.0268999720248,2.424868375,0.0886431690407
Total,Total,7000.02916667,171.091056548,2.59355391667,0.0676785401994,0.0,0.0,7000.02916667,0.0,7000.02916667,0.000489583333333,0.000630531081268,0.131245729167,0.0169653022688,2.43220914583,0.0546705245847
