[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  2   3  93   1   2   0|   0     0 |6696B 1524k|1510510738
  0   1  97   0   2   0| 113k   81k|   0     0 |1510510739
  1   2  94   0   3   0| 241k  179k|   0     0 |1510510740
  1   3  94   0   2   0| 236k  175k|   0     0 |1510510741
  1   2  94   0   3   0| 240k  176k|   0     0 |1510510742
  1   3  94   0   2   0| 244k  178k|   0     0 |1510510743
  1   2  92   2   3   0| 247k  180k|   0    16k|1510510744
  1   2  94   0   3   0| 227k  167k|   0     0 |1510510745
  1   3  94   0   2   0| 242k  181k|   0     0 |1510510746
  1   3  93   0   3   0| 259k  194k|   0     0 |1510510747
  1   2  94   0   3   0| 263k  197k|   0     0 |1510510748
  1   3  94   0   2   0| 231k  170k|   0     0 |1510510749
  1   2  89   5   3   0| 219k  163k|   0    12k|1510510750
  1   3  94   0   2   0| 228k  170k|   0     0 |1510510751
  1   2  94   0   3   0| 239k  177k|   0     0 |1510510752
  1   3  94   0   2   0| 220k  161k|   0     0 |1510510753
  1   2  94   0   3   0| 219k  161k|   0     0 |1510510754
  1   2  95   0   2   0| 222k  163k|   0     0 |1510510755
  1   3  91   2   3   0| 232k  172k|   0    12k|1510510756
  1   2  95   0   2   0| 225k  166k|   0     0 |1510510757
  1   2  94   0   3   0| 243k  181k|   0     0 |1510510758
  1   2  95   0   2   0| 209k  150k|   0     0 |1510510759
  0   3  94   0   3   0| 241k  180k|   0     0 |1510510760
  1   3  94   0   2   0| 237k  176k|   0     0 |1510510761
  2   2  90   3   3   0| 250k  186k|   0    12k|1510510762
  1   3  93   0   3   0| 241k  179k|   0     0 |1510510763
  1   2  95   0   2   0| 242k  180k|   0     0 |1510510764
  1   3  93   0   3   0| 241k  181k|   0  8192B|1510510765
  1   2  94   0   3   0| 235k  175k|   0     0 |1510510766
  1   3  94   0   2   0| 240k  178k|   0     0 |1510510767
  1   2  90   4   3   0| 224k  166k|   0    12k|1510510768
  1   2  95   0   2   0| 218k  159k|   0     0 |1510510769
  0   3  93   1   3   0| 242k  179k|   0    36k|1510510770
  2   3  92   0   3   0| 237k  175k|   0     0 |1510510771
  0   2  96   0   2   0| 215k  158k|   0     0 |1510510772
  1   2  95   0   2   0| 224k  165k|   0     0 |1510510773
  1   3  91   2   3   0| 235k  174k|   0    20k|1510510774
  1   2  94   0   3   0| 221k  162k|   0     0 |1510510775
  1   2  94   0   3   0| 230k  170k|   0     0 |1510510776
  1   2  95   0   2   0| 224k  165k|   0     0 |1510510777
  1   3  93   0   3   0| 226k  167k|   0     0 |1510510778
  1   2  95   0   2   0| 225k  165k|   0     0 |1510510779
  1   3  89   4   3   0| 240k  177k|   0    12k|1510510780
  1   2  95   0   2   0| 236k  174k|   0     0 |1510510781
  1   2  94   0   3   0| 232k  171k|   0     0 |1510510782
  1   3  94   0   2   0| 234k  173k|   0     0 |1510510783
  1   2  94   0   3   0| 223k  163k|   0     0 |1510510784
  1   3  94   0   2   0| 246k  182k|   0     0 |1510510785
  1   2  92   2   3   0| 249k  185k|   0    12k|1510510786
  1   2  94   0   3   0| 230k  170k|   0     0 |1510510787
  1   3  94   0   2   0| 233k  172k|   0     0 |1510510788
  1   2  94   0   3   0| 240k  177k|   0     0 |1510510789
  1   3  94   0   2   0| 227k  168k|   0     0 |1510510790
  1   2  94   0   3   0| 245k  182k|   0     0 |1510510791
  1   2  92   2   3   0| 226k  166k|   0    12k|1510510792
  1   3  94   0   2   0| 249k  185k|   0     0 |1510510793
  1   2  94   0   3   0| 232k  171k|   0     0 |1510510794
  1   2  95   0   2   0| 239k  177k|   0     0 |1510510795
  1   3  93   0   3   0| 234k  172k|   0     0 |1510510796
  1   2  95   0   2   0| 242k  179k|   0     0 |1510510797
  1   3  90   3   3   0| 242k  180k|   0    12k|1510510798
  1   2  95   0   2   0| 230k  169k|   0     0 |1510510799
  1   2  94   0   3   0| 239k  178k|   0     0 |1510510800
  1   3  93   0   3   0| 229k  169k|   0  4096B|1510510801
