Throughput,Latency
5209,6.14
5004,6.41
5108,6.22
5359,5.98
5314,6.05
5256,6.09
5252,6.09
5226,6.09
5272,6.09
5097,6.27
5225,6.14
5137,6.22
4880,6.53
5003,6.42
5367,5.94
5018,6.39
5218,6.11
5105,6.26
5218,6.13
4775,6.73
4823,6.62
5046,6.35
5134,6.23
5247,6.09
5042,6.32
5162,6.23
5377,5.95
5184,6.16
5087,6.29
5341,5.99
5058,6.31
5356,5.99
5257,6.05
5116,6.29
5127,6.22
5119,6.25
5246,6.11
5314,5.99
5535,5.81
5142,6.21
5089,6.29
5192,6.14
5192,6.17
5444,5.89
5422,5.88
5394,5.95
5158,6.18
5242,6.08
5354,5.97
5234,6.16
5297,6.0
5470,5.88
5231,6.09
5312,6.05
5349,5.98
5577,5.72
5327,6.02
5302,6.02
5516,5.8
5307,6.03
5337,6.0
5306,6.02
5510,5.8
5417,5.91
5433,5.89
5353,5.97
5292,6.02
5381,5.97
5393,5.9
5330,6.0
5427,5.88
5567,5.79
5339,6.0
5013,6.36
5341,6.0
5371,5.95
5342,5.97
5206,6.17
5201,6.13
5446,5.85
