Throughput,Latency
1594,2.5
1567,2.55
1533,2.6
1647,2.43
1842,2.17
1874,2.13
1658,2.41
1653,2.41
1631,2.45
1633,2.45
1711,2.33
1699,2.35
1605,2.49
1659,2.41
1607,2.48
1613,2.47
1621,2.46
1637,2.44
1628,2.46
1635,2.44
1613,2.47
1535,2.6
1575,2.54
1617,2.47
1593,2.5
1555,2.57
1633,2.44
1595,2.5
1607,2.49
1573,2.54
1589,2.51
1605,2.49
1632,2.45
1548,2.58
1675,2.38
1561,2.56
1623,2.46
1576,2.53
1618,2.47
1642,2.43
1611,2.48
1635,2.44
1557,2.55
1595,2.51
1606,2.48
1725,2.32
1681,2.38
1619,2.46
1685,2.37
1641,2.43
1661,2.4
1700,2.35
1615,2.47
1568,2.54
1593,2.51
1601,2.5
1539,2.59
1518,2.63
1587,2.51
1595,2.5
1629,2.45
1481,2.69
1551,2.57
1667,2.4
1617,2.47
1619,2.47
1682,2.38
1633,2.44
1717,2.32
1641,2.42
1592,2.52
1636,2.44
1584,2.52
1617,2.47
1613,2.48
1633,2.45
1635,2.44
1629,2.46
1582,2.53
1432,2.78
