Throughput,Latency
1748,4.56
1757,4.55
1749,4.57
1719,4.65
1721,4.64
1752,4.57
1739,4.59
1701,4.71
1757,4.55
1732,4.62
1735,4.6
1702,4.69
1755,4.56
1714,4.65
1737,4.61
1755,4.55
1734,4.61
1715,4.66
1712,4.66
1733,4.61
1720,4.65
1664,4.79
1688,4.75
1724,4.63
1748,4.58
1751,4.55
1718,4.66
1735,4.61
1719,4.64
1710,4.68
1713,4.67
1776,4.49
1765,4.52
1676,4.77
1730,4.63
1724,4.62
1688,4.74
1721,4.65
1752,4.54
1699,4.71
1709,4.68
1718,4.66
1795,4.43
1814,4.41
1780,4.44
1778,4.53
1776,4.51
1774,4.5
1757,4.54
1755,4.55
1575,5.07
1772,4.51
1779,4.49
1763,4.54
1746,4.57
1776,4.48
1786,4.48
1774,4.5
1727,4.64
1697,4.65
1776,4.55
1707,4.68
1699,4.7
1724,4.63
1740,4.59
1740,4.59
1792,4.48
1707,4.68
1719,4.64
1698,4.7
1781,4.49
1696,4.72
1712,4.66
1714,4.66
1756,4.54
1747,4.58
1762,4.53
1731,4.63
1760,4.52
1754,4.57
