Throughput,Latency
2262,3.51
2498,3.2
2492,3.2
2577,3.1
2483,3.22
2496,3.2
2576,3.1
2530,3.15
2634,3.03
2472,3.23
2603,3.07
2568,3.11
2604,3.07
2603,3.07
2473,3.23
2488,3.21
2669,2.99
2540,3.14
2608,3.06
2597,3.08
2558,3.12
2683,2.98
2594,3.07
2612,3.06
2550,3.13
2586,3.09
2565,3.11
2530,3.15
2592,3.08
2539,3.15
2400,3.33
2665,3.0
2515,3.17
2481,3.23
2472,3.23
2446,3.26
2562,3.12
2588,3.08
2511,3.11
2468,3.3
2380,3.31
2589,3.13
2600,3.08
2544,3.14
2654,3.01
2582,3.09
2641,3.03
2633,3.03
2596,3.07
2644,3.02
2596,3.07
2464,3.24
2608,3.06
2488,3.22
2602,3.07
2702,2.96
2641,3.02
2664,3.0
2539,3.15
2655,3.01
2497,3.2
2610,3.04
2466,3.25
2620,3.05
2694,2.97
2590,3.08
2613,3.06
2635,3.03
2651,3.0
2574,3.1
2444,3.27
2673,2.99
2573,3.1
2567,3.1
2610,3.07
2602,3.07
2638,3.03
2533,3.15
2384,3.18
2567,3.27
