Throughput,Latency
2151,3.71
2129,3.75
2220,3.6
2092,3.82
2115,3.79
2318,3.45
2164,3.67
2199,3.65
2022,3.94
2177,3.69
2159,3.7
2294,3.48
2136,3.73
2198,3.66
2035,3.92
2202,3.61
2357,3.41
2196,3.62
2443,3.28
2184,3.65
2488,3.21
2212,3.62
2321,3.44
2258,3.54
2286,3.5
2496,3.2
2514,3.18
2718,2.94
2441,3.27
2247,3.56
2739,2.91
2571,3.11
2259,3.53
2305,3.47
2336,3.4
2421,3.32
2317,3.42
2044,3.93
2330,3.43
2278,3.51
2164,3.68
2181,3.67
2314,3.46
2308,3.46
2067,3.85
2192,3.67
2069,3.84
2491,3.21
2139,3.74
2282,3.52
2485,3.21
2151,3.73
2261,3.53
2258,3.54
2256,3.54
2287,3.49
2320,3.43
2293,3.49
2260,3.53
2160,3.71
2123,3.75
2275,3.51
2246,3.56
2489,3.22
2154,3.71
2390,3.35
2196,3.64
2573,3.11
2721,2.92
2367,3.39
2289,3.49
2415,3.3
2273,3.5
2487,3.22
2307,3.47
2392,3.34
2307,3.45
2270,3.51
2200,3.65
2555,3.13
