Throughput,Response time (ms),Queue time (ms),Queue length
3006.66666667,7023.64666667,4398.76666667,15.0
3074.0,6845.06333333,4287.05,12.0
3077.66666667,6839.21333333,4284.17333333,12.0
3023.0,6961.49333333,4357.29333333,10.0
3027.0,6932.56666667,4334.36,12.0
3021.33333333,6975.22333333,4372.36,12.0
3064.0,6849.00666667,4281.20666667,12.0
3073.33333333,6771.32666667,4217.81666667,17.3333333333
3064.66666667,6856.65666667,4287.42333333,12.0
3054.66666667,6836.18,4267.76333333,16.0
3125.66666667,6709.10666667,4194.95,12.6666666667
3016.33333333,6965.08333333,4359.65333333,10.3333333333
2990.66666667,6973.47,4351.64666667,14.6666666667
3077.33333333,6828.28333333,4273.61,12.0
3084.33333333,6796.54333333,4248.26666667,15.3333333333
3115.33333333,6737.64333333,4215.34333333,17.3333333333
3050.0,6912.25333333,4326.91666667,12.0
3042.66666667,6897.14666667,4310.40666667,11.6666666667
3027.0,6955.47666667,4363.14,14.6666666667
3034.0,6948.32666667,4355.84666667,15.0
3016.33333333,6957.95666667,4350.86333333,11.0
3035.0,6969.45333333,4375.73333333,14.6666666667
3035.33333333,6952.41,4367.13333333,12.0
3027.0,6940.84666667,4343.72666667,14.6666666667
3013.0,6999.17666667,4381.57666667,13.0
2996.66666667,7003.77333333,4373.11666667,15.0
3045.33333333,6885.31666667,4304.67333333,16.6666666667
3038.0,6897.85,4309.96666667,12.0
3026.0,6971.48,4375.95,12.0
3009.33333333,6949.16666667,4340.79333333,17.0
3006.0,6984.57666667,4369.37333333,12.0
3033.33333333,6952.55666667,4355.09,12.0
3049.33333333,6865.39333333,4286.32,12.0
3085.33333333,6807.48666667,4258.27,15.0
3064.0,6828.22333333,4257.58,12.0
3113.0,6681.31666667,4155.25333333,12.0
3080.0,6792.40666667,4238.36333333,14.6666666667
3067.33333333,6846.47666667,4280.87333333,12.0
3016.66666667,6987.41,4376.18333333,9.33333333333
3017.0,6978.46333333,4373.73333333,12.0
3017.33333333,6951.16666667,4342.45333333,12.0
3022.66666667,6959.22666667,4360.16,14.6666666667
3059.33333333,6845.0,4271.48,12.0
3101.33333333,6656.22,4123.00333333,14.6666666667
3039.0,6839.84,4250.05,12.3333333333
3081.0,6811.84333333,4258.36666667,12.0
3063.0,6788.55333333,4222.54,14.0
3051.66666667,6840.10333333,4265.18666667,12.3333333333
3021.66666667,6944.80666667,4345.06666667,14.6666666667
3016.0,6964.71,4355.49333333,12.3333333333
3056.33333333,6857.01,4282.09333333,13.3333333333
3060.0,6857.86,4284.15,13.0
3028.0,6955.44333333,4358.33666667,12.0
3045.0,6917.21666667,4336.79333333,14.0
3076.0,6823.52666667,4267.06333333,13.3333333333
3059.66666667,6884.25666667,4313.46333333,13.6666666667
3084.66666667,6726.61,4176.67,12.0
3055.0,6881.28,4309.76,14.6666666667
3039.33333333,6951.4,4364.05666667,12.0
3021.0,6987.17,4387.49666667,18.0
3014.0,6985.5,4380.73666667,17.3333333333
3060.0,6906.57,4334.14,13.6666666667
3040.33333333,6960.17666667,4373.95,14.6666666667
2987.66666667,7063.67666667,4432.88,12.0
3002.66666667,6985.00333333,4369.99,14.6666666667
2978.33333333,7080.56333333,4442.2,12.0
3037.33333333,6949.07666667,4359.39666667,14.6666666667
3040.33333333,6912.86333333,4329.73333333,14.6666666667
3049.33333333,6862.07333333,4286.87333333,13.6666666667
3034.0,6915.08666667,4326.23,17.3333333333
3029.0,6917.42333333,4321.76333333,14.6666666667
3078.33333333,6805.77,4254.03666667,17.3333333333
3021.66666667,6881.24666667,4277.16666667,12.0
3005.0,6963.17,4344.90333333,15.3333333333
3017.33333333,6949.11666667,4357.69333333,13.0
3024.0,7007.1,4387.75333333,14.6666666667
3001.66666667,6970.63,4353.41333333,12.0
3058.0,6868.28,4299.59333333,12.6666666667
2999.0,6983.70333333,4367.48,12.6666666667
3022.66666667,6929.82666667,4332.63333333,14.0
