Throughput,Response time (ms),Queue time (ms),Queue length
3066.33333333,18478.3666667,15905.27,50.6666666667
3001.0,18731.8866667,16120.1633333,50.6666666667
3025.33333333,18546.03,15954.8033333,48.0
3010.0,18698.0166667,16092.6866667,45.3333333333
3100.0,18177.3266667,15639.74,48.0
3091.33333333,18160.48,15623.36,48.6666666667
3070.0,18379.42,15817.1966667,48.0
3031.33333333,18546.0366667,15954.69,48.0
3021.0,18639.1533333,16040.0066667,48.6666666667
3057.0,18454.9833333,15887.5666667,48.0
3037.66666667,18555.7533333,15971.46,48.0
3062.0,18376.0666667,15815.8766667,53.3333333333
3002.66666667,18711.47,16095.9666667,50.6666666667
3049.66666667,18419.2366667,15842.2733333,48.0
3062.66666667,18429.4633333,15865.9733333,48.3333333333
3036.66666667,18484.7166667,15902.16,50.6666666667
2994.66666667,18825.0133333,16202.8166667,48.0
2996.66666667,18755.9733333,16134.2466667,46.0
3098.0,18113.9866667,15578.89,48.0
3094.66666667,18129.5433333,15594.2166667,48.0
3085.66666667,18206.5166667,15659.93,50.3333333333
3063.33333333,18342.2633333,15779.8066667,48.0
3032.66666667,18488.7633333,15908.0833333,50.6666666667
3060.33333333,18459.9733333,15883.7266667,48.0
3064.33333333,18383.2433333,15819.31,50.6666666667
3065.66666667,18347.77,15787.13,52.0
3050.66666667,18471.26,15895.1,48.0
3046.66666667,18464.9,15886.78,48.0
3023.33333333,18606.3566667,16011.2733333,50.6666666667
3015.0,18630.7933333,16027.6766667,48.6666666667
3011.0,18705.97,16098.5266667,46.6666666667
3020.66666667,18647.7166667,16049.16,50.3333333333
3034.0,18613.4566667,16024.4433333,49.0
2993.0,18787.4166667,16165.0833333,48.0
3057.66666667,18442.8766667,15875.0466667,48.0
3035.66666667,18617.4666667,16026.5866667,46.6666666667
3031.66666667,18572.1866667,15981.0933333,50.6666666667
3025.33333333,18585.92,15992.2433333,48.0
2975.0,18941.9266667,16303.39,52.3333333333
3001.0,18783.26,16165.6966667,48.3333333333
3004.0,18682.2933333,16069.5166667,48.0
3000.66666667,18737.35,16120.3033333,48.0
3020.66666667,18621.9433333,16019.0666667,48.6666666667
3045.0,18381.4533333,15804.0833333,45.3333333333
3063.0,18395.8933333,15823.3733333,50.6666666667
2985.66666667,18799.91,16175.6533333,49.0
3009.0,18750.36,16132.4933333,48.3333333333
2989.33333333,18753.1533333,16126.5366667,49.6666666667
2970.0,18881.3,16240.1,50.6666666667
2986.33333333,18768.54,16139.41,51.0
2969.0,18990.8,16339.3933333,48.0
2957.66666667,18750.7,16128.8133333,48.6666666667
2961.33333333,19244.78,16554.2066667,50.6666666667
2974.33333333,18968.9166667,16324.1,48.0
2963.66666667,18982.5766667,16334.0933333,50.6666666667
3047.66666667,18419.2933333,15839.2933333,48.0
3047.0,18473.59,15895.1366667,48.0
2985.33333333,18884.7366667,16250.5433333,50.6666666667
2942.66666667,19150.3133333,16484.2366667,48.6666666667
2959.66666667,19072.8433333,16415.2666667,48.0
2964.66666667,19022.42,16372.62,50.3333333333
3000.66666667,18745.31,16130.0033333,50.6666666667
2909.0,19301.1233333,16599.0633333,48.0
2914.66666667,19316.0433333,16622.5333333,48.3333333333
2913.66666667,19237.87,16543.72,49.0
2940.33333333,19087.96,16418.1233333,53.3333333333
2952.0,19085.2566667,16422.68,50.6666666667
2959.33333333,18997.6633333,16341.6866667,53.0
2888.33333333,19467.45,16748.0366667,50.6666666667
2918.33333333,19357.47,16665.04,46.6666666667
2926.66666667,19206.3933333,16519.1966667,48.3333333333
2940.66666667,19220.4466667,16549.9933333,49.0
2908.33333333,19392.9266667,16691.6566667,48.0
2918.66666667,19265.2933333,16578.06,50.6666666667
2953.0,19004.0666667,16341.8433333,46.6666666667
2916.0,19239.5333333,16546.6766667,48.0
2902.0,19353.9633333,16649.8433333,53.3333333333
2933.33333333,19198.0233333,16520.3733333,50.6666666667
2960.33333333,19029.7533333,16378.21,50.6666666667
3012.33333333,18684.35,16078.8433333,50.6666666667
