Throughput,latency(ms)
2919.33333333,21.9366666667
3020.66666667,21.1733333333
3000.0,21.32
3037.33333333,21.0633333333
3007.33333333,21.3233333333
3066.66666667,20.8366666667
3065.0,20.89
3043.33333333,21.0066666667
3008.0,21.2833333333
3023.0,21.1666666667
3047.33333333,20.99
3020.66666667,21.1966666667
3018.33333333,21.1666666667
2999.33333333,21.3433333333
3019.33333333,21.2
3063.33333333,20.8833333333
2997.66666667,21.3433333333
2954.33333333,21.6333333333
3033.0,21.1433333333
3086.33333333,20.7633333333
3078.0,20.79
3065.33333333,20.8933333333
3052.33333333,20.95
3002.66666667,21.33
3065.66666667,20.8933333333
3023.0,21.1566666667
3052.0,21.0033333333
3056.66666667,20.9133333333
3001.0,21.3266666667
3010.66666667,21.24
2982.66666667,21.4833333333
2999.33333333,21.33
3015.0,21.24
3002.33333333,21.27
3021.33333333,21.2033333333
2998.33333333,21.34
3002.66666667,21.3166666667
3025.33333333,21.15
3010.33333333,21.2366666667
2948.0,21.7366666667
2986.0,21.4166666667
2989.66666667,21.41
2988.33333333,21.4266666667
3005.0,21.26
3045.33333333,21.0166666667
2991.0,21.3866666667
2993.66666667,21.39
2963.33333333,21.59
2993.0,21.37
2943.0,21.7566666667
2959.0,21.6166666667
2954.0,21.66
2931.0,21.8366666667
2958.0,21.6066666667
2924.66666667,21.9133333333
3014.66666667,21.2366666667
3007.0,21.2766666667
3027.66666667,21.1733333333
2964.33333333,21.62
2910.66666667,21.9766666667
2942.0,21.77
2940.0,21.76
2980.0,21.4733333333
2874.33333333,22.2333333333
2904.0,22.05
2906.33333333,22.0366666667
2926.33333333,21.9033333333
2965.33333333,21.56
2878.33333333,22.21
2898.33333333,22.1133333333
2880.66666667,22.2266666667
2939.0,21.7433333333
2891.0,22.14
2932.66666667,21.8366666667
2900.66666667,22.08
2901.0,22.0433333333
2910.0,22.0033333333
2877.33333333,22.2666666667
2935.33333333,21.7933333333
2979.66666667,21.48
