Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,4146.2875,165.86407656061465,11.590375,0.46009306976435577
2,3071.6291666666666,22.007035375016116,15.621250000000002,0.03258879084444422
3,3912.804166666667,164.09643296888018,12.284041666666667,0.5130089251196714
Total,11130.720833333333,89.41699350423343,13.165222222222221,1.8051977050846533
