Throughput,Latency
4486,0.89
4611,0.86
3729,1.06
4470,0.9
3917,1.02
3244,1.22
3910,1.02
3485,1.14
4397,0.9
4506,0.89
3520,1.12
3601,1.1
4968,0.8
3592,1.11
3658,1.08
4265,0.93
4563,0.87
3828,1.03
4031,0.99
4173,0.95
3869,1.03
4360,0.91
4407,0.9
4795,0.83
3860,1.03
3713,1.07
4127,0.96
3996,0.99
4641,0.86
4980,0.8
4180,0.95
3943,1.01
3919,1.01
3651,1.1
4353,0.91
4030,0.99
4065,0.98
4923,0.81
4351,0.91
4594,0.87
4646,0.85
4176,0.96
4204,0.94
4942,0.81
3600,1.1
3784,1.05
3906,1.02
5057,0.79
4624,0.86
4615,0.87
4592,0.86
4925,0.81
4235,0.93
4172,0.95
4394,0.9
5143,0.77
5146,0.77
4214,0.94
4823,0.82
4944,0.81
4972,0.8
4496,0.89
5227,0.76
5371,0.74
5039,0.79
4566,0.87
4109,0.97
4443,0.9
5188,0.77
5608,0.71
5067,0.78
5145,0.77
4526,0.89
4553,0.88
4295,0.92
4551,0.88
4671,0.85
5367,0.75
4494,0.89
5014,0.79
