Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,5600.7,219.277836592,6.125532625,0.359144140165,0.0,0.0,5600.7,0.0,5600.7,0.0072375,0.00764272426411,1.26917925,0.160218407496,4.809028125,0.224259324828
1,2,6709.5375,236.249007432,5.310952125,0.217174425469,0.0,0.0,6709.5375,0.0,6709.5375,0.0072,0.00616728814293,1.045808125,0.0851653069274,4.2378335,0.149728200189
1,Total,12310.2375,335.438245132,5.718242375,0.240001130367,0.0,0.0,12310.2375,0.0,12310.2375,0.00721875,0.00476992406993,1.1574936875,0.106982736907,4.5234308125,0.147691613908
2,1,5771.875,261.30879812,5.87004775,0.337566258764,0.0,0.0,5771.875,0.0,5771.875,0.005875,0.00618568171084,1.1806435,0.166760054403,4.645902375,0.191042730121
2,2,6700.575,295.585399641,5.256173125,0.254480599935,0.0,0.0,6700.575,0.0,6700.575,0.0058,0.00609087302258,1.006047875,0.0930711803236,4.221859625,0.196452281193
2,Total,12472.45,383.456131863,5.5631104375,0.227540376563,0.0,0.0,12472.45,0.0,12472.45,0.0058375,0.00448257879554,1.0933456875,0.104572616856,4.433881,0.139415017203
3,1,5643.5375,180.742137021,6.06252625,0.25965454527,0.0,0.0,5643.5375,0.0,5643.5375,0.0074375,0.00725458170374,1.20192075,0.118929711278,4.813868375,0.168922725075
3,2,6571.625,242.14021333,5.4132435,0.220515489275,0.0,0.0,6571.625,0.0,6571.625,0.0067375,0.00603941431899,1.0665385,0.086552054142,4.3152425,0.151574720058
3,Total,12215.1625,313.524571292,5.737884875,0.196756613913,0.0,0.0,12215.1625,0.0,12215.1625,0.0070875,0.0049258906539,1.134229625,0.0861154667659,4.5645554375,0.124113332364
Total,Total,12332.6166667,190.332177611,5.67307922917,0.121803575693,0.0,0.0,12332.6166667,0.0,12332.6166667,0.00671458333333,0.00275489511263,1.12835633333,0.0565334367563,4.50728908333,0.0743187648715
