Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1860.3875,76.4019175566,8.606,0.356670964918
1,1,2,2234.5,70.3416616742,7.1585,0.220982272042
1,1,Total,4094.8875,107.533332336,7.88225,0.213209203734
1,2,1,1902.5375,81.793959071,8.417,0.372036475686
1,2,2,2349.95,85.9864428525,6.811,0.251132120152
1,2,Total,4252.4875,126.075925863,7.614,0.234021528816
1,3,1,1781.5875,70.0462223071,8.985125,0.372215378477
1,3,2,2073.3875,79.447218965,7.72,0.296524168119
1,3,Total,3854.975,110.485118421,8.3525625,0.243253258854
1,Total,Total,12202.35,307.018867189,7.94960416667,0.206337059152
2,1,1,1923.8,82.0684185083,8.3235,0.375358394139
2,1,2,2233.7125,111.519901584,7.175875,0.421341119056
2,1,Total,4157.5125,141.69060551,7.7496875,0.280864785422
2,2,1,1958.6625,90.0721150952,8.180125,0.405863647834
2,2,2,2343.625,111.463495188,6.83725,0.358226909915
2,2,Total,4302.2875,142.564415266,7.5086875,0.265734882336
2,3,1,1837.7625,86.271171498,8.71725,0.433898941159
2,3,2,2068.4125,98.8802745877,7.746375,0.411521547646
2,3,Total,3906.175,127.071172621,8.2318125,0.28556766002
2,Total,Total,12365.975,381.444090666,7.8300625,0.257773579458
3,1,1,1890.1125,63.5747330094,8.465875,0.288328635239
3,1,2,2199.575,82.2441217937,7.276125,0.282656896053
3,1,Total,4089.6875,111.197918402,7.871,0.217321729648
3,2,1,1927.7125,72.2096444609,8.30425,0.314730244149
3,2,2,2313.225,89.0435784364,6.92,0.283227331871
3,2,Total,4240.9375,132.485713942,7.612125,0.246772553251
3,3,1,1795.5875,64.1307394352,8.912875,0.322451816634
3,3,2,2003.625,76.9192203269,7.988,0.308329102491
3,3,Total,3799.2125,112.725351652,8.4504375,0.253799225131
3,Total,Total,12129.8375,309.276388772,7.97785416667,0.208866775914
Total,Total,Total,12232.7208333,183.239634236,7.91917361111,0.126108059399
