Throughput,Latency
10292,3.09
9869,3.25
10291,3.1
10273,3.1
10145,3.15
11301,2.82
10203,3.13
10298,3.12
9796,3.23
8428,3.82
10660,3.0
10496,3.03
10872,2.94
10108,3.16
10837,2.95
12002,2.66
10466,3.05
10382,3.05
10033,3.2
9966,3.2
10114,3.16
7722,4.16
9967,3.2
10489,3.02
10777,2.98
10575,3.03
9933,3.19
9607,3.32
10389,3.09
9721,3.29
7175,4.43
9904,3.24
9330,3.42
11118,2.86
11510,2.79
11722,2.72
11079,2.89
10952,2.92
9963,3.2
11661,2.75
8893,3.58
8439,3.79
10143,3.13
10175,3.16
10093,3.16
10645,3.0
11718,2.73
10472,3.05
10157,3.14
10222,3.13
10320,3.07
9812,3.28
8188,3.89
10007,3.18
9807,3.26
10952,2.91
10207,3.15
9420,3.39
10404,3.07
9735,3.26
9424,3.4
9234,3.45
9610,3.32
10178,3.14
9947,3.22
11369,2.81
10122,3.15
10004,3.19
9560,3.32
9946,3.23
10106,3.14
9296,3.44
9803,3.24
10026,3.19
11710,2.73
11116,2.88
9737,3.28
10417,3.07
9942,3.22
7590,4.05
