Throughput,Latency
11342,2.8
12027,2.66
11388,2.82
7980,3.98
12197,2.64
12016,2.66
11157,2.85
11392,2.81
11431,2.78
9395,2.71
10991,3.5
10430,3.07
11565,2.75
12175,2.62
12023,2.67
11632,2.74
12379,2.58
11878,2.7
11577,2.76
11959,2.67
12188,2.63
11843,2.7
11828,2.69
11243,2.85
10437,3.05
11996,2.68
11713,2.72
11928,2.69
10829,2.94
12057,2.66
10254,3.12
11455,2.79
12096,2.63
11466,2.81
11734,2.72
12167,2.63
11817,2.7
9513,3.35
10360,3.09
9669,3.3
10182,3.12
10087,3.16
11452,2.82
11901,2.68
11998,2.66
11988,2.67
12044,2.66
12185,2.61
10540,3.03
11207,2.83
12028,2.69
11721,2.72
10695,2.98
11597,2.76
10475,3.06
11375,2.8
10769,2.94
10838,2.97
10871,2.94
10896,2.92
12012,2.67
10245,3.11
11979,2.67
11156,2.86
12210,2.62
12160,2.62
11566,2.78
8775,3.64
11448,2.78
10414,3.06
9950,3.23
9712,3.28
10120,3.15
9634,3.31
11003,2.9
10917,2.95
11025,2.9
9527,3.36
10712,2.99
10024,3.17
