Throughput,Latency
12358,2.58
12124,2.65
10413,3.06
10931,2.92
10512,3.02
12384,2.58
10313,3.09
10662,3.01
10559,3.03
12445,2.57
12242,2.61
11543,2.77
10625,3.0
10624,2.99
11892,2.69
11915,2.69
10657,3.0
10229,3.13
10186,3.14
10429,3.03
10159,3.17
10622,3.0
10405,3.07
10517,3.03
10400,3.07
11844,2.71
10762,2.96
11731,2.72
11972,2.67
11977,2.67
11800,2.66
12023,2.71
11975,2.66
10237,2.97
8268,4.02
10955,2.91
11746,2.74
10955,2.91
11065,2.89
10366,3.09
10572,3.01
10791,2.95
11214,2.87
10291,3.09
10421,3.07
10187,3.14
10347,3.09
11567,2.74
11950,2.67
9058,3.52
12546,2.56
11324,2.83
10594,3.01
10468,3.06
11794,2.7
10201,3.14
10908,2.91
12504,2.57
11940,2.68
12492,2.55
12338,2.59
12463,2.57
11928,2.67
10375,3.09
10085,3.16
10405,3.05
10779,2.98
10035,3.18
9812,3.25
10997,2.9
9976,3.21
12199,2.62
11895,2.68
9668,3.32
11022,2.9
10618,3.0
10370,3.09
10054,3.18
9668,3.3
8033,3.96
