Throughput,Latency
4714,3.43
4835,3.29
4602,3.46
4993,3.19
4848,3.33
4911,3.24
5119,3.11
5045,3.18
4920,3.23
4925,3.27
4951,3.23
4688,3.39
4900,3.25
4976,3.24
4850,3.28
4700,3.42
4970,3.21
4799,3.32
4844,3.29
4885,3.3
4912,3.25
5078,3.13
4849,3.28
4932,3.27
4902,3.25
4813,3.3
5192,3.07
4936,3.27
4799,3.29
4950,3.27
4764,3.34
4697,3.39
4930,3.27
4755,3.34
4839,3.29
4993,3.23
4920,3.24
4815,3.31
4868,3.3
4850,3.29
4729,3.36
4773,3.34
5060,3.19
4899,3.26
4686,3.4
4845,3.29
4982,3.19
4757,3.39
4946,3.22
4719,3.37
4855,3.32
4850,3.29
4820,3.3
4982,3.22
4652,3.41
4944,3.25
4814,3.32
4717,3.38
4771,3.33
4814,3.35
4949,3.22
4854,3.28
4789,3.32
4769,3.35
4850,3.33
4978,3.2
5005,3.18
4988,3.2
5024,3.2
4990,3.19
4872,3.27
4811,3.35
4796,3.32
4698,3.4
5078,3.17
4957,3.2
4773,3.38
4843,3.27
4846,3.32
4739,3.34
