[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  2   3  92   0   2   0|   0     0 |  18k   34M|1510770464
 12  11  73   0   3   0|4388k   11M|   0     0 |1510770465
 11  11  72   0   6   0|7003k   18M|   0     0 |1510770466
  5   6  82   0   7   0|8746k   22M|   0    48k|1510770467
  8  10  75   1   7   0|8034k   20M|   0   104k|1510770468
  3   7  79   0  11   0|6918k   17M|   0     0 |1510770469
  7   8  78   0   7   0|8699k   22M|   0     0 |1510770470
  3   5  86   0   6   0|8543k   21M|   0     0 |1510770471
  2   7  82   0   8   0|6115k   15M|   0   420k|1510770472
  3   6  84   0   7   0|8712k   22M|   0     0 |1510770473
  3   5  86   0   6   0|8397k   21M|   0    28k|1510770474
  3   5  84   0   8   0|8075k   20M|   0     0 |1510770475
  4   7  82   0   8   0|7439k   19M|   0     0 |1510770476
  2   7  82   0   9   0|5642k   14M|   0     0 |1510770477
  2   7  84   0   8   0|6899k   17M|   0     0 |1510770478
  2   6  83   1   7   0|6937k   17M|   0    12k|1510770479
  3   7  83   0   7   0|7757k   19M|   0     0 |1510770480
  2  11  76   0  11   0|3530k 9057k|   0     0 |1510770481
  3   5  84   0   8   0|8727k   22M|   0     0 |1510770482
  4   6  85   0   6   0|8400k   21M|   0     0 |1510770483
  2   4  77   0  17   0|6665k   17M|   0     0 |1510770484
  3   5  85   0   7   0|8782k   22M|   0    12k|1510770485
  3   5  86   0   7   0|9040k   23M|   0     0 |1510770486
  2   5  85   0   7   0|7898k   20M|   0    12k|1510770487
  2   5  85   0   7   0|8313k   21M|   0     0 |1510770488
  3   5  86   0   7   0|8666k   22M|   0     0 |1510770489
  2   5  85   0   7   0|8282k   21M|   0    24k|1510770490
  4   6  83   0   7   0|8293k   21M|   0     0 |1510770491
  3   5  86   0   6   0|8960k   22M|   0  4096B|1510770492
  3   5  85   0   8   0|9135k   23M|   0     0 |1510770493
  3   5  86   0   7   0|8793k   22M|   0     0 |1510770494
  2   5  85   0   7   0|8498k   21M|   0    12k|1510770495
  3   5  85   0   8   0|9090k   23M|   0     0 |1510770496
  2   6  85   0   7   0|8112k   20M|   0    40k|1510770497
