Throughput,Latency
6162,1.29
5586,1.41
6049,1.31
5223,1.52
5774,1.37
5722,1.41
5949,1.34
5793,1.37
6190,1.28
5549,1.43
5460,1.45
5686,1.41
5811,1.36
5669,1.41
5240,1.51
5786,1.37
5722,1.39
5357,1.49
5565,1.42
4909,1.63
4963,1.6
5315,1.5
5510,1.44
5359,1.49
5877,1.36
5342,1.49
5616,1.42
5329,1.49
5029,1.58
5644,1.41
5937,1.34
5857,1.35
6122,1.29
5367,1.49
5344,1.49
5456,1.45
5554,1.44
5418,1.46
5302,1.51
5700,1.38
5461,1.46
5461,1.45
5652,1.4
5882,1.36
5278,1.51
6013,1.32
5512,1.44
5048,1.58
4936,1.61
5455,1.46
5189,1.52
5159,1.54
5990,1.33
5501,1.45
6185,1.27
5651,1.42
5566,1.42
6016,1.33
6154,1.29
6034,1.32
5336,1.5
5707,1.38
5434,1.47
5876,1.36
6539,1.22
5313,1.5
5802,1.36
6064,1.32
6185,1.3
5823,1.36
5899,1.34
6025,1.32
5866,1.35
5948,1.34
5877,1.35
5618,1.41
5838,1.36
5755,1.39
5693,1.39
5970,1.33
