[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  1   2  95   0   2   0|   0     0 |2760B  503k|1511019709
  2   4  90   0   4   0| 323k 4072k|   0     0 |1511019710
  3   7  84   0   6   0| 578k 7701k|   0     0 |1511019711
  2   7  84   0   7   0| 589k 7833k|   0     0 |1511019712
  2   5  87   0   6   0| 551k 7318k|   0     0 |1511019713
  3   7  83   0   7   0| 554k 7350k|   0     0 |1511019714
  3   6  83   1   7   0| 557k 7409k|   0    32k|1511019715
  3   8  82   0   7   0| 593k 7899k|   0     0 |1511019716
  3   7  84   0   6   0| 615k 8219k|   0     0 |1511019717
  3   7  83   0   7   0| 636k 8460k|   0     0 |1511019718
  3   7  83   0   7   0| 605k 8109k|   0     0 |1511019719
  3   6  82   2   7   0| 620k 8288k|   0    12k|1511019720
  3   8  82   0   7   0| 641k 8569k|   0     0 |1511019721
  3   7  83   0   7   0| 617k 8242k|   0     0 |1511019722
  3   6  84   0   7   0| 593k 7917k|   0     0 |1511019723
  3   7  84   0   6   0| 610k 8144k|   0     0 |1511019724
  3   7  83   0   7   0| 611k 8174k|   0     0 |1511019725
  4   7  79   3   7   0| 599k 7981k|   0    12k|1511019726
  3   6  85   0   6   0| 601k 8030k|   0     0 |1511019727
  2   6  86   0   6   0| 579k 7733k|   0     0 |1511019728
  3   7  83   0   7   0| 607k 8114k|   0     0 |1511019729
  3   6  85   0   6   0| 599k 8014k|   0     0 |1511019730
  3   7  83   0   7   0| 591k 7886k|   0     0 |1511019731
  3   7  82   2   6   0| 601k 8026k|   0    12k|1511019732
  2   7  84   0   7   0| 612k 8190k|   0     0 |1511019733
  3   6  85   0   6   0| 544k 7237k|   0  4096B|1511019734
  3   6  85   0   6   0| 583k 7783k|   0     0 |1511019735
  3   7  84   0   6   0| 582k 7761k|   0     0 |1511019736
  3   7  83   0   7   0| 607k 8121k|   0     0 |1511019737
  3   6  83   2   6   0| 591k 7884k|   0    12k|1511019738
  2   6  86   0   6   0| 597k 7972k|   0  4096B|1511019739
  3   7  83   0   7   0| 610k 8141k|   0     0 |1511019740
  3   7  83   0   7   0| 591k 7894k|   0     0 |1511019741
  3   6  86   0   5   0| 537k 7146k|   0     0 |1511019742
  3   6  84   0   7   0| 597k 7963k|   0     0 |1511019743
  3   7  82   2   6   0| 591k 7894k|   0    60k|1511019744
  2   6  85   0   7   0| 598k 7996k|   0     0 |1511019745
  3   6  85   0   6   0| 568k 7584k|   0     0 |1511019746
  3   7  84   0   6   0| 596k 7968k|   0     0 |1511019747
  4   7  82   0   7   0| 614k 8210k|   0     0 |1511019748
  2   6  86   0   6   0| 548k 7300k|   0     0 |1511019749
  3   7  80   2   8   0| 594k 7946k|   0    12k|1511019750
  3   7  83   0   7   0| 609k 8143k|   0     0 |1511019751
  3   7  82   0   8   0| 582k 7741k|   0     0 |1511019752
  3   7  84   0   6   0| 584k 7797k|   0     0 |1511019753
  3   7  84   0   6   0| 589k 7859k|   0     0 |1511019754
  2   7  85   0   6   0| 613k 8193k|   0     0 |1511019755
  3   7  81   2   7   0| 618k 8268k|   0    12k|1511019756
  3   7  83   0   7   0| 584k 7793k|   0     0 |1511019757
  3   6  85   0   6   0| 581k 7754k|   0     0 |1511019758
  3   7  83   0   7   0| 594k 7930k|   0     0 |1511019759
  2   7  85   0   6   0| 587k 7831k|   0     0 |1511019760
