Throughput,Latency
2381,0.42
2295,0.43
1962,0.5
2019,0.49
2139,0.46
1787,0.55
1870,0.53
2172,0.46
2098,0.47
1901,0.52
1956,0.51
1973,0.5
2505,0.39
2414,0.4
2228,0.44
2680,0.37
2430,0.41
2381,0.41
1833,0.54
2093,0.47
2116,0.47
2325,0.43
2261,0.43
2287,0.43
1902,0.51
1863,0.53
2095,0.47
2214,0.45
2150,0.46
1849,0.54
2103,0.47
1853,0.53
2560,0.38
1882,0.53
2452,0.4
1838,0.54
1743,0.57
1552,0.64
1573,0.62
1820,0.54
1852,0.53
1704,0.57
1912,0.52
2080,0.47
2332,0.42
2116,0.47
1847,0.53
1742,0.56
1709,0.57
1677,0.59
1817,0.54
1822,0.54
1873,0.53
1658,0.6
2005,0.49
1930,0.52
2312,0.43
2072,0.47
2109,0.47
2165,0.46
2102,0.47
1974,0.5
1932,0.51
1958,0.51
2236,0.43
2065,0.47
2018,0.49
2495,0.4
1896,0.52
2248,0.44
1903,0.52
1719,0.58
604,1.64
1731,0.58
1279,0.73
2089,0.5
1636,0.61
1841,0.54
1190,0.83
1647,0.54
