Throughput,latency(ms)
9350.0,1.04111111111
8841.66666667,1.08777777778
8765.33333333,1.09444444444
9125.66666667,1.1
8875.0,1.14555555556
9225.0,1.11666666667
8967.33333333,1.11222222222
8993.33333333,1.10111111111
9218.0,1.09222222222
9895.66666667,1.07777777778
9928.0,1.04666666667
8918.0,1.09222222222
8963.0,1.08777777778
9510.66666667,1.04333333333
9968.66666667,1.03
9317.0,1.06444444444
9328.33333333,1.05666666667
9355.66666667,1.06222222222
9111.0,1.07111111111
9130.0,1.07555555556
9480.33333333,1.05222222222
9285.0,1.06111111111
9477.66666667,1.07222222222
9998.0,1.04222222222
9701.66666667,1.07555555556
9851.0,1.03888888889
8805.66666667,1.11
8702.33333333,1.08777777778
9416.33333333,1.04888888889
9336.33333333,1.06111111111
9212.33333333,1.05777777778
8904.33333333,1.06777777778
8956.33333333,1.08888888889
9113.0,1.06666666667
9433.33333333,1.05222222222
8754.66666667,1.07
8788.33333333,1.06666666667
8813.33333333,1.07777777778
9062.66666667,1.07888888889
9486.66666667,1.06333333333
9079.33333333,1.08111111111
8966.66666667,1.11444444444
9346.0,1.08222222222
9547.0,1.05111111111
9162.33333333,1.10111111111
9020.0,1.10222222222
9806.66666667,1.05666666667
9626.33333333,1.04666666667
9505.0,1.05333333333
9467.0,1.08333333333
9214.33333333,1.11
9148.0,1.10666666667
8786.33333333,1.11444444444
9306.33333333,1.08888888889
8991.33333333,1.13444444444
9355.66666667,1.10222222222
9427.0,1.07
9271.0,1.08777777778
9364.0,1.07444444444
9096.33333333,1.08666666667
9353.0,1.08222222222
8812.33333333,1.11666666667
9102.66666667,1.08444444444
9050.0,1.04222222222
8887.66666667,1.04444444444
9222.66666667,1.04
9757.0,1.06777777778
8997.33333333,1.08555555556
9218.0,1.08222222222
9024.0,1.08333333333
9241.0,1.04444444444
9053.0,1.04777777778
8980.66666667,1.04222222222
9020.66666667,1.03666666667
9084.0,1.06333333333
9272.66666667,1.06777777778
8612.66666667,1.08333333333
8925.66666667,1.04888888889
9302.33333333,1.03888888889
8637.0,1.10555555556
