Throughput,Latency
4148,0.48
4500,0.44
4274,0.46
4359,0.45
4326,0.46
4627,0.43
4422,0.45
4629,0.43
4422,0.45
4965,0.4
5091,0.39
4723,0.42
4854,0.41
4679,0.42
4816,0.41
4555,0.44
4994,0.39
4542,0.44
4722,0.42
3857,0.51
4231,0.47
4189,0.47
4526,0.44
4632,0.43
4349,0.46
4587,0.43
4045,0.49
4312,0.46
4811,0.41
4952,0.4
5153,0.38
5297,0.37
4911,0.4
4980,0.4
5132,0.39
4243,0.47
4233,0.47
4718,0.42
5012,0.39
5395,0.37
4991,0.4
4730,0.42
4920,0.4
4780,0.41
5091,0.39
4639,0.43
5570,0.35
4984,0.4
4827,0.41
5100,0.39
4544,0.43
4517,0.44
4799,0.41
5219,0.38
5087,0.39
5073,0.39
4882,0.4
4864,0.41
5260,0.37
5537,0.36
4984,0.39
4180,0.47
4811,0.41
4677,0.42
4019,0.49
4685,0.42
5607,0.35
4769,0.41
4756,0.41
4532,0.44
4278,0.46
4270,0.46
4783,0.41
4521,0.44
4677,0.42
5280,0.37
4251,0.46
4255,0.47
4859,0.41
4001,0.49
