Throughput,Latency
1183,3.37
1181,3.38
1195,3.34
1176,3.38
1208,3.31
1161,3.44
1248,3.2
1197,3.33
1158,3.45
1211,3.3
1224,3.27
1179,3.38
1216,3.28
1224,3.26
1226,3.25
1257,3.18
1252,3.19
1247,3.2
1222,3.27
1213,3.29
1244,3.21
1235,3.23
1178,3.39
1179,3.38
1267,3.15
1225,3.26
1202,3.32
1212,3.29
1209,3.3
1218,3.28
1172,3.41
1234,3.23
1237,3.23
1249,3.2
1227,3.25
1211,3.3
1185,3.37
1252,3.19
1239,3.22
1261,3.16
1221,3.26
1178,3.39
1248,3.2
1255,3.19
1268,3.15
1261,3.16
1203,3.31
1210,3.29
1227,3.26
1261,3.17
1259,3.17
1229,3.25
1231,3.24
1263,3.16
1185,3.36
1266,3.15
1231,3.24
1233,3.24
1237,3.22
1208,3.31
1184,3.37
1257,3.17
1194,3.34
1222,3.27
1281,3.12
1237,3.23
1235,3.23
1238,3.23
1243,3.21
1236,3.24
1228,3.25
1191,3.27
1202,3.4
1232,3.22
1240,3.24
1253,3.19
1246,3.2
1227,3.25
1190,3.36
1268,3.15
