Operation,Workers,Clients,Average Throughput (client),Std Throughput (client),Average Response Time (client),Std Response Time (client),Average Throughput (mw),Std Throughput (mw),Average Response Time (mw),Std Response Time (mw),Average Queue Time (mw),Std Queue Time (mw),Average Queue Length (mw),Std Queue Length (mw),Average Server Time (mw),Std Server Time (mw)
read,8,2,850.3875,39.90925703481749,4.70375,0.21730784326565358,858.1166666666667,48.1929843213343,2.5141752499999996,0.1154021135783365,0.020226083333333332,0.012343715036954174,0.016666666666666666,0.1282866386095846,2.4691868749999997,0.11210275417837696
read,8,4,1708.4375,53.120336369259405,4.681125,0.14590356547531674,1720.8583333333333,63.05397778384336,2.511720583333333,0.08453462462899194,0.09583900000000001,0.030013327552855233,0.15416666666666667,0.8564200894394859,2.3924917916666666,0.08091741047325354
read,8,8,3095.4083333333333,95.74792531554677,5.167791666666667,0.15631918830775016,3112.820833333333,101.16810021639579,2.989656416666667,0.11172569060088226,0.5009140416666666,0.04594010801686003,1.4333333333333333,2.8409242804209116,2.4674705416666662,0.07351266929859177
read,8,14,3158.2375,109.66642961507787,8.86975,0.30699368971204044,3182.679166666667,118.32934493936675,6.624950083333332,0.2417183601583668,4.151688666666667,0.1589230233862656,13.3125,2.679194986196148,2.451032541666667,0.08383068099912165
read,8,20,3091.2375,68.42127267446365,12.939416666666666,0.2857868703875557,3109.5375,89.25534951092843,10.537077125,0.2553657830582864,8.010989708333332,0.2005385347007267,25.375,3.058871452132217,2.50445575,0.05545582518289203
read,8,26,3164.2458333333334,122.8193982442379,16.450333333333333,0.6360250953357046,3190.575,135.79193797280473,14.026038041666665,0.5638036400353134,11.556399208333335,0.4681276874113813,37.233333333333334,3.2127708900868854,2.4483428333333337,0.09574518977994251
read,8,32,3060.0875,68.19339844919162,20.916583333333335,0.4597406870211185,3079.633333333333,83.65614352021635,18.29775925,0.43065982820985843,15.746164375000001,0.37466929470144256,49.50833333333333,3.245842743964888,2.5296172500000003,0.05569973213373541
read,16,2,866.1583333333333,19.559156416396387,4.611125,0.10421245297779214,873.0291666666667,27.085081801730187,2.470432541666667,0.06132474651683369,0.0217135,0.012947631091387376,0.03333333333333333,0.2723931853402444,2.4222271666666666,0.0571819240345242
read,16,4,1716.7958333333333,41.112713516523954,4.656375000000001,0.1120883216084717,1726.0458333333333,40.952084248833664,2.480560291666667,0.06688485971361822,0.08384270833333334,0.020553221610629866,0.175,0.835033133910286,2.374231583333333,0.061591653580562414
read,16,8,3479.633333333333,101.20582063844853,4.597041666666667,0.13354201982886177,3498.6,102.49297557316308,2.4603292916666666,0.06660079209637348,0.14999720833333333,0.02557240175471465,0.7083333333333334,2.324675109646816,2.2913647916666666,0.06385187637893838
