  SETS   GETS  MGETS   INVLD    TOT   HITS     RSP T      Q T     SVR T  Q LEN
 22127      0      0       0  22127  22127   2848.09   377.59   2446.86      0
  2348      0      0       0   2348   2348   3018.88   436.44   2531.41      0
  2739      0      0       0   2739   2739   2734.73   311.74   2392.65      0
  2939      0      0       0   2939   2939   2696.13   319.31   2358.09      4
  2741      0      0       0   2741   2741   2831.93   393.43   2401.49      0
  2741      0      0       0   2741   2741   2716.33   309.73   2392.95      0
  2800      0      0       0   2800   2800   2789.11   343.39   2426.93      0
  2786      0      0       0   2786   2786   2625.89   328.26   2283.38      0
  2852      0      0       0   2852   2852   2569.23   316.46   2238.76      0
  2794      0      0       0   2794   2794   2744.89   337.02   2384.04      4
  2735      0      0       0   2735   2735   2747.34   369.11   2364.17      0
  2942      0      0       0   2942   2942   2634.84   305.22   2314.04      0
  3055      0      0       0   3055   3055   2536.53   233.85   2279.65      1
  2660      0      0       0   2660   2660   2626.45   348.10   2264.67      0
  2880      0      0       0   2880   2880   2453.85   275.35   2164.49      0
  2891      0      0       0   2891   2891   2560.19   252.65   2284.86      0
  2896      0      0       0   2896   2896   2557.68   285.21   2258.92      4
  3088      0      0       0   3088   3088   2439.40   241.23   2183.92      0
  2601      0      0       0   2601   2601   2741.03   382.21   2344.29      0
  2672      0      0       0   2672   2672   2754.89   357.13   2382.09      0
  2956      0      0       0   2956   2956   2594.98   301.74   2279.58      0
  2980      0      0       0   2980   2980   2578.55   281.38   2281.96      0
  3036      0      0       0   3036   3036   2492.97   250.76   2227.48      6
  2749      0      0       0   2749   2749   2644.53   349.36   2281.72      0
  2596      0      0       0   2596   2596   2639.04   381.40   2243.47      6
  2745      0      0       0   2745   2745   2502.90   253.66   2234.39      0
  2666      0      0       0   2666   2666   2633.16   361.80   2257.40      0
  2960      0      0       0   2960   2960   2549.74   296.23   2238.55      0
  2592      0      0       0   2592   2592   2604.02   352.87   2234.44      0
  2738      0      0       0   2738   2738   2670.70   356.01   2301.51      0
  2959      0      0       0   2959   2959   2558.94   284.50   2259.60      0
  2762      0      0       0   2762   2762   2630.02   347.96   2267.63      0
  3044      0      0       0   3044   3044   2550.53   282.76   2254.89      0
  3152      0      0       0   3152   3152   2480.63   241.09   2224.35      0
  2691      0      0       0   2691   2691   2641.22   339.45   2287.52      2
  2894      0      0       0   2894   2894   2627.68   329.77   2283.37      1
  2984      0      0       0   2984   2984   2609.75   289.98   2304.28      0
  2915      0      0       0   2915   2915   2594.31   303.36   2276.04      0
  2945      0      0       0   2945   2945   2576.18   299.41   2258.74      0
  2685      0      0       0   2685   2685   2586.07   338.57   2233.98      3
  2902      0      0       0   2902   2902   2587.91   292.20   2272.94      6
  2872      0      0       0   2872   2872   2587.51   319.22   2253.83      0
  2982      0      0       0   2982   2982   2575.33   289.18   2272.63      0
  2899      0      0       0   2899   2899   2537.78   286.38   2233.47      0
  3074      0      0       0   3074   3074   2554.64   286.93   2253.07      4
  3088      0      0       0   3088   3088   2567.39   279.97   2267.96      0
  3100      0      0       0   3100   3100   2524.14   258.36   2251.89      0
  2690      0      0       0   2690   2690   2664.66   325.92   2313.22      0
  2927      0      0       0   2927   2927   2557.92   287.52   2256.90      0
  3006      0      0       0   3006   3006   2569.27   280.49   2270.73      2
  2926      0      0       0   2926   2926   2550.19   285.62   2250.32      0
  2987      0      0       0   2987   2987   2681.05   294.84   2353.34      0
  2844      0      0       0   2844   2844   2745.81   343.59   2375.62      0
  2332      0      0       0   2332   2332   2722.01   422.37   2284.13      6
  2621      0      0       0   2621   2621   2769.11   424.79   2329.88      0
  2664      0      0       0   2664   2664   2646.32   356.08   2271.43      0
  2931      0      0       0   2931   2931   2640.76   301.69   2324.90      0
  2743      0      0       0   2743   2743   2697.89   330.45   2330.05      0
  2982      0      0       0   2982   2982   2559.56   296.72   2248.26      0
  2972      0      0       0   2972   2972   2598.33   286.93   2297.55      0
  2740      0      0       0   2740   2740   2870.06   414.89   2419.68      4
  3028      0      0       0   3028   3028   2521.30   265.19   2242.81      4
  2809      0      0       0   2809   2809   2681.31   323.34   2343.19      0
  2967      0      0       0   2967   2967   2654.87   291.17   2348.72      0
  2975      0      0       0   2975   2975   2589.54   290.57   2284.06      0
  2731      0      0       0   2731   2731   2603.76   357.87   2232.20      0
  2968      0      0       0   2968   2968   2600.53   296.94   2289.02      3
  2794      0      0       0   2794   2794   2584.67   312.57   2258.06      2
  2942      0      0       0   2942   2942   2594.61   303.57   2269.21      6
  2709      0      0       0   2709   2709   2670.98   370.22   2286.13      0
  2777      0      0       0   2777   2777   2688.54   361.07   2313.43      2
  2957      0      0       0   2957   2957   2580.20   296.16   2269.04      2
  3031      0      0       0   3031   3031   2614.27   294.02   2305.88      0
  3023      0      0       0   3023   3023   2524.83   270.88   2239.31      6
  2887      0      0       0   2887   2887   2537.21   307.48   2216.31      6
  3007      0      0       0   3007   3007   2469.87   252.86   2203.23      0
  3013      0      0       0   3013   3013   2447.17   243.60   2189.48      0
  3022      0      0       0   3022   3022   2473.67   256.09   2203.39      0
  2904      0      0       0   2904   2904   2541.75   289.40   2238.00      0
  2825      0      0       0   2825   2825   2766.26   352.41   2399.66      6
  2747      0      0       0   2747   2747   2600.95   363.43   2222.38      0
  2925      0      0       0   2925   2925   2613.41   325.82   2273.39      0
  1040      0      0       0   1040   1040   2878.34   378.74   2484.81      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
