Throughput,Latency
2563,0.76
2277,0.86
2486,0.8
2623,0.76
2656,0.75
2505,0.79
2625,0.75
2348,0.85
2503,0.79
2629,0.75
2222,0.89
2342,0.85
1964,1.0
2114,0.94
2346,0.84
2221,0.89
2926,0.67
2441,0.82
2554,0.77
2579,0.76
2574,0.78
2483,0.79
2483,0.79
2650,0.76
2755,0.72
2692,0.73
2871,0.69
2656,0.75
2266,0.87
2544,0.78
2854,0.69
2944,0.67
3088,0.65
2362,0.84
2449,0.81
2270,0.87
3116,0.64
3293,0.6
2527,0.78
2860,0.69
2664,0.74
2822,0.7
2767,0.71
3050,0.65
2729,0.73
2751,0.71
3308,0.6
3173,0.62
3611,0.55
3013,0.65
3312,0.6
2729,0.73
2616,0.75
2860,0.69
2859,0.69
2776,0.71
2348,0.84
3492,0.57
3142,0.63
2502,0.8
2246,0.87
3510,0.57
2833,0.7
2764,0.72
2582,0.77
2273,0.87
2372,0.83
2412,0.81
3402,0.59
2737,0.72
2838,0.7
2084,0.95
2065,0.96
3173,0.62
3271,0.6
2366,0.83
2764,0.72
3402,0.58
2994,0.66
3607,0.55
