Throughput,Latency
3862,8.28
3805,8.4
4029,7.93
4004,7.97
3852,8.3
3822,8.37
3747,8.54
3896,8.17
3749,8.55
4047,7.88
3912,8.19
3863,8.29
4090,7.82
4068,7.86
3997,8.0
4000,8.0
3998,8.0
4180,7.64
4041,7.91
3850,8.3
3872,8.26
3882,8.23
3783,8.44
3989,8.02
3991,8.01
3930,8.13
3994,8.01
4035,7.93
3893,8.2
3873,8.19
3948,8.17
3675,8.69
3904,8.19
3739,8.54
3832,8.34
3895,8.21
3900,8.2
3818,8.38
3845,8.32
3764,8.47
3653,8.77
3887,8.23
3971,8.05
3949,8.06
3786,8.47
3994,8.02
3947,8.09
4004,7.98
4270,7.49
4076,7.84
4079,7.84
3934,8.13
4035,7.91
4069,7.86
3875,8.24
3911,8.18
3802,8.42
3909,8.17
3889,8.22
3896,8.2
3775,8.46
3690,8.63
3849,8.31
3866,8.31
3856,8.29
3939,8.12
3954,8.09
3816,8.37
3805,8.4
3771,8.49
3996,7.99
4027,7.93
4031,7.94
4025,7.94
4047,7.89
4020,7.96
3809,8.38
3888,8.24
3795,8.42
4049,7.89
