[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  4   5  86   1   4   0|   0     0 |  22k 5071k|1510771572
  4   5  86   0   5   0|7068k  468k|   0     0 |1510771573
  9  14  49   0  27   0|  14M  979k|   0     0 |1510771574
  7   9  68   0  16   0|  15M 1042k|   0     0 |1510771575
  6  11  66   0  17   0|  15M  993k|   0     0 |1510771576
 11  10  54   0  25   0|  16M 1078k|   0     0 |1510771577
  8   9  71   1  11   0|  17M 1126k|   0    36k|1510771578
  6   9  72   0  13   0|  16M 1063k|   0     0 |1510771579
  7  10  74   0   9   0|  16M 1098k|   0     0 |1510771580
  7   9  70   0  14   0|  17M 1125k|   0     0 |1510771581
  8  11  62   0  19   0|  16M 1095k|   0     0 |1510771582
  7   8  71   2  12   0|  17M 1126k|   0    12k|1510771583
  7   9  71   0  13   0|  16M 1081k|   0     0 |1510771584
  8   9  68   0  15   0|  16M 1110k|   0     0 |1510771585
  7  10  71   0  12   0|  17M 1126k|   0     0 |1510771586
  7   9  71   0  13   0|  17M 1121k|   0     0 |1510771587
  7   9  73   0  11   0|  16M 1088k|   0     0 |1510771588
  8  10  65   1  16   0|  17M 1122k|   0    12k|1510771589
  6   9  69   0  16   0|  16M 1108k|   0     0 |1510771590
  7   9  73   0  11   0|  17M 1139k|   0     0 |1510771591
  6   7  78   0   9   0|  14M  909k|   0     0 |1510771592
  6   9  75   0  10   0|  16M 1100k|   0     0 |1510771593
  6   9  77   0   8   0|  16M 1104k|   0     0 |1510771594
  4   6  82   2   6   0|  11M  777k|   0    12k|1510771595
  5   6  82   0   7   0|  12M  802k|   0     0 |1510771596
 11  15  41   0  34   0|  15M 1036k|   0     0 |1510771597
  9  14  50   0  27   0|  16M 1073k|   0     0 |1510771598
  6  11  59   0  24   0|  15M 1022k|   0     0 |1510771599
 10  10  59   0  21   0|  16M 1066k|   0     0 |1510771600
  7  10  72   0  11   0|  16M 1112k|   0     0 |1510771601
  6   8  75   2   9   0|  17M 1125k|   0    12k|1510771602
  9  12  58   0  21   0|  16M 1075k|   0     0 |1510771603
  9  10  61   0  20   0|  15M 1025k|   0    24k|1510771604
  8  10  64   0  18   0|  16M 1077k|   0     0 |1510771605
  7  10  64   0  19   0|  16M 1106k|   0     0 |1510771606
 10  13  55   0  22   0|  16M 1053k|   0     0 |1510771607
  8  10  59   2  20   0|  16M 1084k|   0    12k|1510771608
  5   7  79   0   9   0|  11M  730k|   0  4096B|1510771609
  6   9  75   0  10   0|  16M 1107k|   0     0 |1510771610
  6  10  68   0  16   0|  16M 1072k|   0     0 |1510771611
  6   9  71   0  14   0|  16M 1103k|   0     0 |1510771612
  6   9  73   0  12   0|  15M 1032k|   0     0 |1510771613
  7   8  70   0  15   0|  14M  934k|   0     0 |1510771614
  9  13  50   2  26   0|  16M 1070k|   0    20k|1510771615
  8   9  68   0  15   0|  16M 1107k|   0     0 |1510771616
  6  11  64   0  19   0|  16M 1092k|   0     0 |1510771617
  8   9  66   0  17   0|  17M 1130k|   0     0 |1510771618
 10  12  53   0  24   0|  15M 1031k|   0     0 |1510771619
 13  14  40   2  32   0|  16M 1057k|   0    12k|1510771620
