Throughput,Latency
4520,7.05
4679,6.89
4593,6.94
4646,6.86
4624,6.89
4886,6.61
4629,6.86
4580,6.96
4596,7.04
4601,6.92
4634,6.87
4552,7.0
4623,7.0
4721,6.74
4715,6.76
4601,6.92
4620,6.92
4765,6.79
4607,6.91
4615,6.9
4496,7.1
4684,6.9
4615,6.9
4533,7.03
4594,7.03
4512,7.07
4489,7.1
4670,6.82
4440,7.28
4434,7.19
4488,7.1
4555,7.07
4514,7.07
4407,7.23
4642,6.87
4575,7.05
4495,7.1
4509,7.07
4488,7.09
4544,7.12
4515,7.06
4454,7.15
4465,7.13
4657,6.94
4607,6.91
4576,6.97
4541,7.09
4408,7.23
4502,7.08
4681,6.8
4545,7.12
4597,6.87
4744,6.82
4722,6.75
4791,6.64
4564,6.98
4647,6.88
4540,7.13
4454,7.15
4518,7.05
4570,6.98
4534,7.09
4467,7.13
4615,6.97
4919,6.52
4912,6.48
4596,6.9
4797,6.74
4597,6.93
4601,6.93
4596,7.03
4667,6.82
4602,6.92
4793,6.65
4900,6.6
4638,6.87
4701,6.77
4499,7.08
4829,6.7
4834,6.59
