Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,12997.945833333333,493.7802447527536,2.463,0.09699329226688759
2,5291.825,193.5906980415145,6.051916666666667,0.2192982182045054
3,11700.033333333333,292.9809405408877,2.7339166666666666,0.06886765955639447
Total,29989.804166666665,492.0045829115794,3.7496111111111117,1.6391860369872964
