[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  1   2  96   0   1   0|   0     0 |2970B  785k|1511016171
  2   3  92   0   2   0| 173k 2187k|   0     0 |1511016172
  3   4  91   0   2   0| 167k 2310k|   0  8192B|1511016173
  3   5  91   0   2   0| 169k 2253k|   0     0 |1511016174
  3   5  88   2   3   0| 168k 2522k|   0    52k|1511016175
  4   4  91   0   2   0| 165k 2476k|   0     0 |1511016176
  3   5  90   0   3   0| 164k 2489k|   0     0 |1511016177
  3   5  90   0   3   0| 173k 2533k|   0    44k|1511016178
  3   4  90   0   2   0| 178k 2688k|   0     0 |1511016179
  3   5  89   2   2   0| 171k 2596k|   0    20k|1511016180
  3   5  90   0   3   0| 175k 2520k|   0     0 |1511016181
  3   4  91   0   2   0| 160k 2423k|   0     0 |1511016182
  3   4  90   0   2   0| 161k 2432k|   0     0 |1511016183
  3   5  90   0   2   0| 170k 2555k|   0     0 |1511016184
  3   4  89   1   2   0| 171k 2577k|   0    12k|1511016185
  3   5  90   0   2   0| 171k 2533k|   0     0 |1511016186
  3   4  90   0   2   0| 169k 2534k|   0     0 |1511016187
  3   5  90   0   3   0| 173k 2620k|   0     0 |1511016188
  4   5  90   0   2   0| 180k 2733k|   0     0 |1511016189
  4   5  89   1   3   0| 176k 2676k|   0    12k|1511016190
  3   5  90   0   3   0| 180k 2657k|   0     0 |1511016191
  3   5  91   0   2   0| 178k 2665k|   0     0 |1511016192
  3   4  90   0   2   0| 190k 2876k|   0     0 |1511016193
  4   5  90   0   3   0| 191k 2899k|   0     0 |1511016194
  3   5  89   1   3   0| 188k 2841k|   0  8192B|1511016195
  4   5  89   1   3   0| 186k 2810k|   0  4096B|1511016196
  3   4  90   0   3   0| 180k 2675k|   0     0 |1511016197
  3   5  89   0   2   0| 182k 2762k|   0    12k|1511016198
  3   4  90   0   2   0| 182k 2759k|   0     0 |1511016199
  4   5  89   0   3   0| 189k 2866k|   0    24k|1511016200
  4   5  88   2   2   0| 188k 2859k|   0  4096B|1511016201
  3   5  91   0   2   0| 190k 2877k|   0     0 |1511016202
  4   5  90   0   3   0| 182k 2739k|   0    12k|1511016203
  4   5  90   0   2   0| 185k 2798k|   0     0 |1511016204
  3   5  89   0   2   0| 189k 2859k|   0     0 |1511016205
  3   5  88   1   3   0| 188k 2850k|   0    20k|1511016206
  4   5  90   0   2   0| 174k 2631k|   0     0 |1511016207
  3   5  90   0   3   0| 185k 2802k|   0     0 |1511016208
  4   5  88   0   3   0| 195k 2961k|   0     0 |1511016209
  4   5  89   0   2   0| 185k 2783k|   0     0 |1511016210
  3   5  89   2   3   0| 179k 2711k|   0    12k|1511016211
  4   5  89   0   3   0| 183k 2772k|   0     0 |1511016212
  3   5  89   0   2   0| 189k 2862k|   0    20k|1511016213
