Throughput,Latency
4028,3.47
3730,3.75
4000,3.49
3980,3.51
3776,3.7
3997,3.5
4023,3.47
3867,3.62
4141,3.38
4130,3.39
4019,3.47
4018,3.46
4219,3.34
4089,3.42
4282,3.26
4169,3.35
4053,3.45
3917,3.57
4046,3.46
4018,3.48
4162,3.36
3999,3.49
3966,3.53
3879,3.6
4017,3.48
3968,3.52
4123,3.4
4123,3.39
3880,3.61
4189,3.33
4089,3.42
4013,3.48
4256,3.28
3816,3.66
4071,3.44
4043,3.46
4230,3.3
4092,3.42
3795,3.68
4113,3.39
3931,3.57
3969,3.52
4132,3.38
4129,3.37
4169,3.37
4186,3.34
4186,3.34
4131,3.38
4138,3.38
4239,3.3
4230,3.3
4425,3.16
4045,3.45
4041,3.46
4331,3.23
4047,3.45
4194,3.34
4174,3.35
4062,3.43
4080,3.42
4083,3.43
4136,3.38
4125,3.39
3985,3.5
4186,3.34
4137,3.38
4320,3.23
4141,3.38
4001,3.5
4058,3.45
4134,3.38
3961,3.54
3968,3.52
3901,3.59
4182,3.35
4030,3.47
4181,3.34
4087,3.42
4102,3.42
4086,3.42
