Throughput,Latency
1744,4.6
1739,4.59
1791,4.46
1728,4.62
1687,4.75
1733,4.6
1773,4.5
1747,4.57
1753,4.56
1746,4.59
1716,4.65
1751,4.56
1731,4.62
1758,4.54
1775,4.52
1735,4.6
1745,4.58
1760,4.54
1736,4.61
1739,4.58
1715,4.67
1752,4.56
1778,4.51
1762,4.53
1739,4.59
1751,4.56
1701,4.71
1764,4.53
1663,4.81
1716,4.65
1766,4.52
1778,4.49
1752,4.57
1723,4.61
1732,4.65
1712,4.67
1726,4.63
1725,4.63
1686,4.74
1692,4.73
1750,4.57
1730,4.62
1755,4.54
1731,4.63
1766,4.52
1775,4.51
1781,4.48
1768,4.51
1783,4.48
1730,4.62
1740,4.61
1761,4.52
1766,4.53
1730,4.61
1718,4.66
1710,4.66
1756,4.56
1757,4.56
1761,4.54
1792,4.44
1800,4.45
1775,4.5
1861,4.29
1767,4.52
1769,4.52
1747,4.58
1792,4.45
1780,4.49
1743,4.58
1758,4.55
1743,4.6
1761,4.53
1769,4.51
1731,4.63
1774,4.5
1780,4.48
1717,4.66
1728,4.62
1735,4.6
1680,4.76
