Throughput,Latency
1833,0.53
1921,0.51
2158,0.46
1984,0.5
2235,0.44
1851,0.52
1845,0.53
2202,0.44
2353,0.41
1955,0.5
2001,0.49
2295,0.42
2101,0.47
2010,0.48
1968,0.49
2271,0.43
2093,0.47
2050,0.47
2286,0.41
2308,0.42
2221,0.44
2405,0.4
2294,0.42
2055,0.47
1830,0.53
2398,0.41
2070,0.47
2028,0.48
1865,0.52
1715,0.56
2008,0.48
2146,0.46
2118,0.45
2155,0.46
2256,0.44
1977,0.49
2042,0.47
2394,0.41
1798,0.53
1937,0.51
2067,0.48
2057,0.48
1784,0.54
1938,0.5
2172,0.45
1925,0.5
2018,0.47
2269,0.43
2305,0.43
2075,0.47
1998,0.49
2008,0.48
2187,0.45
2052,0.48
1900,0.51
1983,0.49
2215,0.44
2103,0.46
2030,0.48
2274,0.43
2288,0.43
2130,0.46
2147,0.45
2139,0.45
2039,0.46
1819,0.54
1773,0.53
2003,0.49
2399,0.41
1970,0.5
1800,0.55
2187,0.45
2139,0.46
1808,0.54
2064,0.47
2170,0.45
2196,0.45
2271,0.43
2143,0.46
2349,0.42
