Throughput,Latency
7010,9.19
6930,9.18
6804,9.45
6859,9.34
6859,9.25
7055,9.09
6979,9.18
6909,9.24
6893,9.33
7130,8.98
7036,9.04
6872,9.34
6618,9.69
6887,9.25
6564,9.76
7180,8.91
7421,8.63
6750,9.5
6971,9.19
6990,9.08
6985,9.2
7405,8.63
6810,9.36
6788,9.44
7112,9.04
6870,9.28
6613,9.65
6611,9.71
6960,9.16
6974,9.19
6979,9.18
6843,9.36
6892,9.24
6917,9.31
6858,9.31
7001,9.14
6738,9.47
6717,9.5
6750,9.5
6821,9.34
6819,9.38
6905,9.29
6933,9.24
7297,8.76
6816,9.43
6979,9.15
6887,9.29
6728,9.52
6923,9.24
6888,9.27
6907,9.29
7018,9.07
6648,9.64
7103,9.02
7037,9.06
6665,9.59
6751,9.48
7019,9.17
6862,9.3
6842,9.32
6973,9.21
6902,9.28
6660,9.61
6679,9.55
7255,8.81
6587,9.72
6844,9.4
6855,9.3
7294,8.79
7083,9.03
6777,9.46
6861,9.3
6655,9.58
7141,9.01
6795,9.4
7046,9.06
7013,9.14
6831,9.33
7069,9.09
6620,9.64
