Throughput,Latency
7071,9.05
6749,9.54
6817,9.32
6826,9.41
6952,9.21
6879,9.27
6614,9.69
6893,9.33
6964,9.19
6903,9.21
6784,9.43
7121,9.01
6909,9.27
6842,9.36
6804,9.36
6821,9.44
7024,9.07
6907,9.29
6728,9.5
7098,9.03
6817,9.35
6631,9.63
6842,9.36
6918,9.26
6828,9.35
7033,9.13
6826,9.32
6828,9.4
7167,8.96
6550,9.7
6625,9.65
6757,9.47
6855,9.36
6991,9.2
6851,9.34
6793,9.35
7209,8.88
6596,9.75
6849,9.32
6702,9.55
7180,8.88
7233,8.89
6658,9.61
6947,9.2
6823,9.34
6962,9.24
6759,9.4
6597,9.71
6629,9.62
6773,9.53
7200,8.87
6914,9.27
7167,8.91
6859,9.29
6647,9.67
6678,9.51
7233,8.89
6675,9.57
7288,8.75
6895,9.28
6861,9.34
6687,9.6
6659,9.6
6949,9.22
6830,9.36
6830,9.35
6946,9.18
6996,9.21
6926,9.17
7059,9.11
6721,9.5
6871,9.34
6766,9.4
6794,9.48
6717,9.46
6984,9.19
6897,9.28
6891,9.28
6805,9.39
7086,9.06
