Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1181.4125,47.6175942779,27.1125,1.15386472234
1,1,2,1384.8,42.4530716337,23.112,0.783814754658
1,1,Total,2566.2125,60.6821337855,25.11225,0.6648716922
1,2,1,1189.0125,52.0998296239,26.948,1.23457818349
1,2,2,1394.675,43.4696969964,22.95475,0.799905018096
1,2,Total,2583.6875,67.1739841424,24.951375,0.712477392491
1,3,1,1171.5625,49.2104351777,27.346375,1.24563363343
1,3,2,1371.0,40.294171454,23.343375,0.744784301032
1,3,Total,2542.5625,67.7999372223,25.344875,0.76508830259
1,Total,Total,7692.4625,172.422130195,25.1361666667,0.644703477453
2,1,1,1186.6375,43.8761905244,26.98275,1.02699386191
2,1,2,1371.325,37.7901517544,23.33325,0.640078664074
2,1,Total,2557.9625,66.2691947355,25.158,0.683978310412
2,2,1,1195.0875,51.2524636642,26.8105,1.20275096068
2,2,2,1383.075,39.4216977458,23.138,0.654035960766
2,2,Total,2578.1625,73.5407307706,24.97425,0.752601437715
2,3,1,1176.5625,49.3304136937,27.228375,1.17300916045
2,3,2,1357.975,37.5270282343,23.56175,0.651475006078
2,3,Total,2534.5375,68.6283227044,25.3950625,0.728892212061
2,Total,Total,7670.6625,193.758230123,25.1757708333,0.666373244697
3,1,1,1191.2,45.5782537532,26.884625,1.06333478747
3,1,2,1362.125,38.1059067151,23.49225,0.681082487244
3,1,Total,2553.325,65.6956494331,25.1884375,0.688544876299
3,2,1,1198.725,55.9615543889,26.73925,1.30678635194
3,2,2,1372.675,39.8890153338,23.316,0.701890034302
3,2,Total,2571.4,78.3545334451,25.027625,0.835648378222
3,3,1,1181.825,56.25389438,27.12525,1.38410230013
3,3,2,1348.475,37.6260665773,23.73025,0.699078914797
3,3,Total,2530.3,74.9158853209,25.42775,0.852945714805
3,Total,Total,7655.025,193.116740125,25.2146041667,0.702149014068
Total,Total,Total,7672.71666667,106.746305977,25.1755138889,0.37207417522
