Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,3568.4875,151.606585621,25.546368375,1.09428881004,1784.2125,0.0,1784.275,0.0,3568.4875,84.725,2.30560681488,23.342058125,0.996937211411,2.168662625,0.0972503603813
1,2,4174.1625,99.2811432821,21.89613375,0.609554850249,2087.075,0.0,2087.0875,0.0,4174.1625,85.2375,2.57664166668,20.01582925,0.567383250708,1.85973775,0.0455804534215
1,Total,7742.65,182.146282845,23.7212510625,0.62624838111,3871.2875,0.0,3871.3625,0.0,7742.65,84.98125,1.75824234372,21.6789436875,0.574156660898,2.0142001875,0.0529988681121
2,1,3581.8375,160.329837534,25.443764625,1.15467090047,1790.8875,0.0,1790.95,0.0,3581.8375,84.825,2.5045528164,23.248906375,1.05049319491,2.1581865,0.103550614544
2,2,4140.85,108.98113877,22.101549125,0.602857749916,2070.4125,0.0,2070.4375,0.0,4140.85,85.25,1.94545884731,20.203544125,0.552109325547,1.876779875,0.0503906068827
2,Total,7722.6875,214.255176961,23.772656875,0.716467794741,3861.3,0.0,3861.3875,0.0,7722.6875,85.0375,1.60847242572,21.72622525,0.653497956249,2.0174831875,0.0628364037047
3,1,3599.5,166.687002979,25.348321,1.18135910644,1799.6875,0.0,1799.8125,0.0,3599.5,84.6375,2.43520461543,23.161492375,1.07521058344,2.151833375,0.106198968897
3,2,4111.15,114.141939174,22.243431375,0.646521940293,2055.55,0.0,2055.6,0.0,4111.15,84.875,2.53269756624,20.332034375,0.589752818002,1.890378,0.056792236887
3,Total,7710.65,223.089588634,23.7958761875,0.735076588389,3855.2375,0.0,3855.4125,0.0,7710.65,84.75625,1.82457511961,21.746763375,0.668693476534,2.0211056875,0.0663099572002
Total,Total,7725.32916667,116.824576602,23.763261375,0.399801734766,3862.60833333,0.0,3862.72083333,0.0,7725.32916667,84.925,0.889815796611,21.7173107708,0.365322912729,2.01759635417,0.0345457616213
