Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1313.55,72.5052420628,24.42125,1.48850394267
1,1,2,1445.4625,55.1855199661,22.15175,0.846306607216
1,1,Total,2759.0125,101.45030507,23.2865,0.947668825345
1,2,1,1323.25,71.6730445597,24.240375,1.41807539725
1,2,2,1457.0625,55.3973777541,21.97425,0.836981882054
1,2,Total,2780.3125,98.5837167531,23.1073125,0.892914423072
1,3,1,1301.775,63.1072976181,24.620125,1.24213117568
1,3,2,1429.9875,54.9958557127,22.392375,0.864858580303
1,3,Total,2731.7625,93.3111365069,23.50625,0.846727318503
1,Total,Total,8271.0875,276.313305651,23.3000208333,0.844595563703
2,1,1,1307.425,64.743266108,24.517875,1.29744119522
2,1,2,1415.2375,56.2580500569,22.629625,0.893334591874
2,1,Total,2722.6625,100.511595622,23.57375,0.917542293717
2,2,1,1317.55,60.7907596243,24.324625,1.15120294129
2,2,2,1428.0,50.6696923369,22.4295,0.797133948371
2,2,Total,2745.55,92.0767291482,23.3770625,0.819326944274
2,3,1,1295.825,58.0470727791,24.7225,1.13327854174
2,3,2,1400.4125,51.5694674042,22.86725,0.845944869078
2,3,Total,2696.2375,89.1947440908,23.794875,0.813008156575
2,Total,Total,8164.45,261.334835417,23.5818958333,0.786386667244
3,1,1,1310.075,62.8495843516,24.463125,1.23368706796
3,1,2,1453.3875,41.3721895676,22.01975,0.633357488991
3,1,Total,2763.4625,90.7765295811,23.2414375,0.82815342619
3,2,1,1320.7375,64.439303941,24.271625,1.23080856798
3,2,2,1467.5,38.6011739836,21.807,0.576037094446
3,2,Total,2788.2375,85.1252604598,23.0393125,0.757875003784
3,3,1,1297.4875,62.6935471514,24.701,1.25852495537
3,3,2,1438.4625,42.9471101723,22.251125,0.657172681678
3,3,Total,2735.95,89.9456798098,23.4760625,0.838538396028
3,Total,Total,8287.65,257.117325335,23.2522708333,0.784528410746
Total,Total,Total,8241.0625,172.518068878,23.3780625,0.524776446452
