Throughput,Latency
620,3.22
668,2.97
669,2.99
683,2.91
681,2.94
669,2.99
661,3.02
617,3.23
677,2.95
702,2.84
729,2.73
694,2.88
691,2.89
696,2.86
721,2.77
705,2.83
697,2.86
702,2.84
670,2.89
637,3.23
700,2.85
676,2.95
686,2.91
666,2.99
674,2.96
654,3.05
664,3.0
672,2.98
686,2.9
650,3.07
659,3.03
649,3.07
635,3.14
666,3.0
693,2.88
672,2.97
676,2.95
662,3.01
651,3.06
657,3.04
648,3.07
686,2.91
592,3.37
660,3.02
607,3.28
664,3.01
692,2.88
642,3.09
642,3.12
692,2.89
717,2.78
703,2.83
698,2.86
682,2.93
679,2.94
653,3.06
653,3.05
681,2.93
666,3.0
674,2.96
668,2.99
657,3.03
699,2.85
662,3.02
664,3.0
676,2.95
679,2.94
682,2.92
662,2.98
669,3.01
664,3.01
664,3.01
675,2.95
674,2.96
546,3.64
651,3.08
677,2.94
685,2.92
673,2.96
680,2.93
