Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1625.975,73.6620705174,19.710125,0.950440928654
1,1,2,1777.0125,143.020799917,18.115625,1.52339381591
1,1,Total,3402.9875,164.958183712,18.912875,0.922180195673
1,2,1,1633.9625,78.4450858075,19.62225,1.07376066329
1,2,2,1797.4625,141.909218954,17.904375,1.53010038866
1,2,Total,3431.425,164.653051035,18.7633125,0.98667031922
1,3,1,1604.1125,70.3193427753,19.9755,0.930943308176
1,3,2,1741.575,138.319367655,18.479375,1.52771306186
1,3,Total,3345.6875,161.685003473,19.2274375,0.932534315298
1,Total,Total,10180.1,457.29199048,18.967875,0.874653155086
2,1,1,1637.425,68.9809687568,19.5685,0.883381162625
2,1,2,1682.2125,111.155575061,19.09675,1.36218530218
2,1,Total,3319.6375,118.988484045,19.332625,0.747647354343
2,2,1,1655.65,68.0119311945,19.35175,0.831487571933
2,2,2,1711.9,105.167449361,18.742,1.16892940307
2,2,Total,3367.55,110.891314107,19.046875,0.647715251842
2,3,1,1615.7625,64.9676148632,19.825375,0.833479732921
2,3,2,1652.75,109.086831052,19.436,1.33412048495
2,3,Total,3268.5125,111.39688355,19.6306875,0.695540834895
2,Total,Total,9955.7,308.853838686,19.3367291667,0.619139496525
3,1,1,1616.4875,62.5662168214,19.813375,0.787299411866
3,1,2,1901.3875,67.4579088175,16.8405,0.596898948257
3,1,Total,3517.875,86.9183197249,18.3269375,0.463284568037
3,2,1,1633.3875,63.2754664297,19.60825,0.745684249532
3,2,2,1930.875,66.1140891551,16.583625,0.567709686349
3,2,Total,3564.2625,97.863731629,18.0959375,0.495738225729
3,3,1,1595.175,61.3910014847,20.076875,0.76999686626
3,3,2,1866.35,63.8481386583,17.155375,0.597935146879
3,3,Total,3461.525,93.9622837073,18.616125,0.507850381012
3,Total,Total,10543.6625,262.22658787,18.3463333333,0.463111184337
Total,Total,Total,10226.4875,185.060365289,18.8836458333,0.352605363848
