Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,4901.7,221.520830806,17.881073625,0.84004518649,0.0,0.0,4901.7,0.0,4901.7,0.0734125,0.00402427365881,14.66737275,0.692674128778,3.176344375,0.14899802989
1,2,5361.075,432.439116224,16.645220875,1.37476774648,0.0,0.0,5361.075,0.0,5361.075,0.0737875,0.00555226889419,13.68933775,1.13012072618,2.931104875,0.245228482079
1,Total,10262.775,501.817808862,17.26314725,0.831191788565,0.0,0.0,10262.775,0.0,10262.775,0.0736,0.00311326276811,14.17835525,0.685145906467,3.053724625,0.147706086825
2,1,4951.35,201.840148557,17.729329375,0.722601320092,0.0,0.0,4951.35,0.0,4951.35,0.072875,0.00434981448753,14.54515375,0.587463115809,3.145483875,0.13510882802
2,2,5108.675,337.134678982,17.47759125,1.15494865341,0.0,0.0,5108.675,0.0,5108.675,0.0738375,0.00613445085902,14.37383275,0.941276291418,3.078276,0.212991213384
2,Total,10060.025,342.767772993,17.6034603125,0.587638534092,0.0,0.0,10060.025,0.0,10060.025,0.07335625,0.00380804756612,14.45949325,0.477766716589,3.1118799375,0.110218509666
3,1,4897.025,194.049841894,17.945348875,0.699355223354,0.0,0.0,4897.025,0.0,4897.025,0.0732375,0.00404795228746,14.721758125,0.568793666816,3.184811375,0.130546262616
3,2,5741.925,190.027564623,15.497154625,0.51711114371,0.0,0.0,5741.925,0.0,5741.925,0.0747625,0.00455971282129,12.754064875,0.428527188293,2.719273375,0.0905868812133
3,Total,10638.95,281.255228925,16.72125175,0.466568314363,0.0,0.0,10638.95,0.0,10638.95,0.074,0.00299154927899,13.7379115,0.384051371392,2.952042375,0.0836543921573
Total,Total,10320.5833333,206.181064855,17.1959531042,0.35046462819,0.0,0.0,10320.5833333,0.0,10320.5833333,0.0736520833333,0.00191690857949,14.1252533333,0.287576117954,3.03921564583,0.0634024097491
