Throughput,Latency
10726,2.25
10432,2.28
10258,2.34
10043,2.38
9131,2.63
10240,2.34
10643,2.26
10493,2.27
11013,2.18
10956,2.18
10853,2.22
10911,2.18
8034,3.0
10750,2.21
10885,2.2
11211,2.15
10612,2.25
11184,2.16
10787,2.22
11324,2.1
10180,2.35
10789,2.24
10614,2.24
10852,2.21
10753,2.23
9912,2.42
9798,2.44
10073,2.34
10947,2.24
10137,2.35
10135,2.38
10128,2.36
7618,3.12
10422,2.3
10511,2.3
9181,2.59
9123,2.63
10791,2.24
10167,2.34
9716,2.47
10099,2.37
10976,2.18
10607,2.28
9957,2.39
10864,2.22
10567,2.25
8992,2.68
9036,2.63
9725,2.46
9882,2.42
10660,2.26
7873,3.02
9560,2.51
9221,2.6
9841,2.43
10525,2.29
8414,2.85
9328,2.57
10047,2.38
10338,2.32
10581,2.25
9948,2.42
8493,2.8
9664,2.48
9013,2.66
9664,2.48
9930,2.41
10861,2.21
10333,2.33
9705,2.47
9355,2.56
9702,2.47
9506,2.45
7286,3.35
10084,2.37
10002,2.39
9571,2.51
7838,3.04
10337,2.33
10525,2.26
