Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,564.0875,27.9788318492,3.542,0.18052244855
1,1,2,675.3375,21.900201577,2.956125,0.0958703469156
1,1,Total,1239.425,41.2193192384,3.2490625,0.115487666474
1,2,1,590.3375,33.1437008354,3.389,0.195465041065
1,2,2,708.4125,25.361534589,2.81875,0.101761386325
1,2,Total,1298.75,48.5974161943,3.103875,0.124887227611
1,3,1,527.9125,28.2274638462,3.78875,0.215831480206
1,3,2,631.475,19.5726333099,3.1605,0.101169115215
1,3,Total,1159.3875,39.5709565372,3.474625,0.133809270554
1,Total,Total,3697.5625,119.201865136,3.27585416667,0.11524510471
2,1,1,553.4125,30.3426398182,3.612625,0.210284579631
2,1,2,666.775,26.2943296578,2.995875,0.133698070482
2,1,Total,1220.1875,48.1716587065,3.30425,0.145482827731
2,2,1,580.1875,34.1252695079,3.450875,0.213732316613
2,2,2,699.2125,30.4529908531,2.858125,0.144240426486
2,2,Total,1279.4,54.7145874146,3.1545,0.150401572171
2,3,1,517.1,30.5645612608,3.870875,0.246037939598
2,3,2,619.6875,24.9944772381,3.224125,0.145651689166
2,3,Total,1136.7875,46.2392495203,3.5475,0.161300097703
2,Total,Total,3636.375,130.158751657,3.33541666667,0.130555046831
3,1,1,563.2125,27.1030353525,3.54675,0.181364553499
3,1,2,590.05,15.9896327172,3.3815,0.0933497574458
3,1,Total,1153.2625,35.9974484855,3.464125,0.116036263974
3,2,1,586.575,27.8434934335,3.408,0.17197585936
3,2,2,614.925,20.1241557728,3.247125,0.109777608909
3,2,Total,1201.5,40.0562895076,3.3275625,0.117951915085
3,3,1,524.2875,26.7559025784,3.813375,0.20583847514
3,3,2,551.475,15.4173788181,3.61725,0.101743970057
3,3,Total,1075.7625,32.1480923504,3.7153125,0.117748777171
3,Total,Total,3430.525,95.2687039345,3.50233333333,0.103594538518
Total,Total,Total,3588.15416667,64.7473493747,3.37120138889,0.0645326185041
