Threads: 64, Sharded reads: false, Number of Memcached servers: 3.

All measures in microseconds.
  SETS   GETS  MGETS   INVLD    TOT   HITS     RSP T      Q T     SVR T  Q LEN
 65854      0      0       0  65854  65854   7164.85  1103.89   6023.23     20
  8155      0      0       0   8155   8155   7252.90  1022.63   6206.57      3
  8071      0      0       0   8071   8071   6937.18   805.11   6103.55     16
  7973      0      0       0   7973   7973   7143.64  1011.93   6086.79      0
  8623      0      0       0   8623   8623   6388.30   675.02   5690.27      0
  8011      0      0       0   8011   8011   6923.75   781.84   6118.41      0
  8045      0      0       0   8045   8045   7101.71   925.43   6154.72     14
  7812      0      0       0   7812   7812   7383.04   996.20   6360.81      0
  8504      0      0       0   8504   8504   6658.89   802.16   5835.87      2
  8059      0      0       0   8059   8059   7038.20   848.55   6167.62      0
  8009      0      0       0   8009   8009   7176.53  1020.99   6127.24      0
  7987      0      0       0   7987   7987   7119.18   871.62   6222.23      2
  7587      0      0       0   7587   7587   7579.87  1134.90   6407.43      8
  8190      0      0       0   8190   8190   7083.44  1100.94   5957.86      0
  6148      0      0       0   6148   6148   9115.53   921.24   8161.86      0
  8484      0      0       0   8484   8484   6655.37   919.21   5713.30      0
  8411      0      0       0   8411   8411   6568.60   721.60   5822.57      0
  8153      0      0       0   8153   8153   6871.48   700.52   6149.23      1
  8274      0      0       0   8274   8274   7028.97   934.00   6067.78      0
  8534      0      0       0   8534   8534   6309.96   695.99   5591.13     12
  8243      0      0       0   8243   8243   6885.17   755.94   6108.16      0
  7786      0      0       0   7786   7786   7339.76   884.04   6432.65     14
  8695      0      0       0   8695   8695   6383.01   707.16   5652.22      0
  7617      0      0       0   7617   7617   7135.69   908.53   6183.32     37
  6890      0      0       0   6890   6890   8051.63   915.03   7104.68      2
  8100      0      0       0   8100   8100   7012.24   764.70   6224.25     14
  3891      0      0       0   3891   3891  11471.59   676.67  10773.33      0
  8118      0      0       0   8118   8118   7042.42   797.44   6223.00      0
  8372      0      0       0   8372   8372   6760.57   926.94   5808.51      0
  8437      0      0       0   8437   8437   6595.61   660.94   5907.42      0
  8253      0      0       0   8253   8253   6923.15   824.83   6069.77      5
  8462      0      0       0   8462   8462   6858.27   804.54   6030.45      8
  8452      0      0       0   8452   8452   6582.19   855.25   5702.29      0
  8327      0      0       0   8327   8327   6671.33   828.52   5820.34     14
  8219      0      0       0   8219   8219   6911.51   868.97   6019.99      6
  8367      0      0       0   8367   8367   6650.85   760.08   5864.45      2
  8297      0      0       0   8297   8297   6849.87   830.41   5998.22     26
  7818      0      0       0   7818   7818   6710.23   795.63   5892.04      2
  1445      0      0       0   1445   1445  32053.59   998.47  31015.27      5
  8524      0      0       0   8524   8524   6708.80   752.06   5930.79     14
  7587      0      0       0   7587   7587   7936.19   922.91   6978.55      0
  7231      0      0       0   7231   7231   7613.48   863.27   6701.39     11
  8284      0      0       0   8284   8284   6751.65   729.48   6000.50     14
  8427      0      0       0   8427   8427   6561.30   856.88   5679.26     14
  8394      0      0       0   8394   8394   6729.49   740.29   5962.76      9
  7829      0      0       0   7829   7829   7213.18   880.92   6303.88     14
  4635      0      0       0   4635   4635  11490.13  1016.89  10446.22      7
  8631      0      0       0   8631   8631   6678.93   818.74   5837.07     31
  7709      0      0       0   7709   7709   7305.63   774.90   6511.18      0
  8407      0      0       0   8407   8407   6675.69   719.01   5934.22      0
  8732      0      0       0   8732   8732   6665.21   823.51   5812.13     14
  8899      0      0       0   8899   8899   6205.27   744.15   5441.96      0
  8608      0      0       0   8608   8608   6505.90   779.11   5700.07      2
  8339      0      0       0   8339   8339   7114.15   917.36   6171.25     17
  8594      0      0       0   8594   8594   6368.67   691.75   5654.18      0
  8012      0      0       0   8012   8012   6837.91   588.48   6229.43      0
  6946      0      0       0   6946   6946   7586.88   519.03   7036.83     16
  8545      0      0       0   8545   8545   6421.65   825.40   5573.31     45
  8496      0      0       0   8496   8496   6887.84  1067.43   5792.65      4
  8672      0      0       0   8672   8672   6445.64   803.19   5619.46      0
  8746      0      0       0   8746   8746   6677.95   892.03   5765.22      0
  8465      0      0       0   8465   8465   6568.55   735.81   5810.84      0
  8499      0      0       0   8499   8499   6591.08   726.60   5843.36      0
  7797      0      0       0   7797   7797   7082.52   618.02   6442.38     43
  8575      0      0       0   8575   8575   6564.55   742.19   5797.24      9
  7888      0      0       0   7888   7888   7192.38   975.39   6188.84      0
  8843      0      0       0   8843   8843   6425.19   837.64   5561.92     48
  8312      0      0       0   8312   8312   7054.03   946.35   6076.30      0
  8610      0      0       0   8610   8610   6281.92   759.94   5500.25      0
  8491      0      0       0   8491   8491   6669.40   762.18   5887.24      5
  6739      0      0       0   6739   6739   8326.85   870.52   7436.06     15
  8793      0      0       0   8793   8793   6274.98   667.95   5583.26      0
  8260      0      0       0   8260   8260   6714.73   771.55   5918.63     14
  8735      0      0       0   8735   8735   6559.74   826.02   5705.06     14
  8716      0      0       0   8716   8716   6547.47   790.76   5732.37     10
  6725      0      0       0   6725   6725   8654.96   992.65   7606.18     14
  8452      0      0       0   8452   8452   7054.64   923.39   6106.39      1
  8417      0      0       0   8417   8417   6734.60   774.99   5935.72      0
  7768      0      0       0   7768   7768   6970.34   713.11   6231.68     14
  8536      0      0       0   8536   8536   7025.62   892.67   6111.81      1
  8756      0      0       0   8756   8756   6559.82   813.00   5724.43      8
  8587      0      0       0   8587   8587   6671.26   848.00   5799.73     17
  2756      0      0       0   2756   2756   4926.18   749.57   4158.70      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
