Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,10780.0875,368.09723515,6.3570475,0.24638894007,10780.0875,0.0,0.0,0.0,10780.0875,38.2625,11.5262427595,3.4820655,0.176253734934,2.82983375,0.0822355083055
1,2,11495.2875,420.392980519,6.447039625,0.315806802211,11495.2875,0.0,0.0,0.0,11495.2875,42.075,12.0628890047,3.7214145,0.218500394849,2.694082,0.114741511381
1,Total,22275.375,501.627764938,6.4020435625,0.205158785768,22275.375,0.0,0.0,0.0,22275.375,40.16875,8.53212238202,3.60174,0.155741185022,2.761957875,0.0635001216025
2,1,10389.85,385.399155241,6.897395125,0.3547347637,10389.85,0.0,0.0,0.0,10389.85,40.825,13.1185201002,3.891102,0.263409507592,2.9652325,0.108907628826
2,2,12018.1625,402.015222451,6.337481125,0.237837453449,12018.1625,0.0,0.0,0.0,12018.1625,43.6875,13.0922662938,3.727509125,0.171420692946,2.5846725,0.0892277671844
2,Total,22408.0125,241.372944996,6.617438125,0.179540044376,22408.0125,0.0,0.0,0.0,22408.0125,42.25625,9.35853828993,3.8093055625,0.162665354634,2.7749525,0.033819538881
3,1,10842.25,417.207124592,6.400853375,0.247263682029,10842.25,0.0,0.0,0.0,10842.25,38.6125,15.5241696001,3.532303875,0.168083371375,2.82695475,0.101634649279
3,2,11566.775,600.498695179,6.476513625,0.462194837844,11566.775,0.0,0.0,0.0,11566.775,42.0375,13.7430707511,3.7572515,0.31203254554,2.689441125,0.16494231036
3,Total,22409.025,531.117045314,6.4386835,0.227947991219,22409.025,0.0,0.0,0.0,22409.025,40.325,11.08999435,3.6447776875,0.175510185138,2.7581979375,0.0730750915878
Total,Total,22364.1375,245.59663392,6.4860550625,0.126008497873,22364.1375,0.0,0.0,0.0,22364.1375,40.9166666667,5.73549659905,3.68527441667,0.102393564386,2.76503610417,0.0335780368691
