Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,3638.4,156.41098087,8.802375,0.424524287
1,1,2,3865.0375,150.119820814,8.282125,0.351703607055
1,1,Total,7503.4375,204.828167796,8.54225,0.257610612841
1,2,1,3665.425,173.299387905,8.74275,0.464499117738
1,2,2,3971.2625,158.710926119,8.06225,0.339646036897
1,2,Total,7636.6875,244.148615964,8.4025,0.302276175171
1,3,1,3399.6625,126.21821006,9.414125,0.367277681829
1,3,2,3566.8375,153.285903449,8.97525,0.435724262477
1,3,Total,6966.5,215.704263087,9.1946875,0.301287683446
1,Total,Total,22106.625,454.873786223,8.71314583333,0.204002667061
2,1,1,3513.2625,129.642130962,9.11,0.344093010682
2,1,2,4066.2375,162.012286122,7.872125,0.322493032993
2,1,Total,7579.5,154.964593751,8.4910625,0.17688173434
2,2,1,3450.4375,159.562998451,9.283375,0.430663144082
2,2,2,4066.775,139.490753289,7.867625,0.282597552329
2,2,Total,7517.2125,177.87199876,8.5755,0.219949073507
2,3,1,3338.5625,113.421120056,9.583125,0.326266155815
2,3,2,3780.525,156.867756528,8.4675,0.357280515966
2,3,Total,7119.0875,143.99852265,9.0253125,0.178494661392
2,Total,Total,22215.8,290.207145573,8.69729166667,0.118332999049
3,1,1,3654.1375,130.407515485,8.758,0.326548501835
3,1,2,3888.5375,197.811183705,8.244,0.500768017744
3,1,Total,7542.675,193.144254806,8.501,0.254469415735
3,2,1,3667.625,160.466517269,8.73325,0.41415087754
3,2,2,3961.8375,213.669651787,8.096125,0.521486419232
3,2,Total,7629.4625,232.6374342,8.4146875,0.293281676233
3,3,1,3416.55,126.184704885,9.366875,0.357316275708
3,3,2,3582.675,191.597400619,8.95,0.57243428676
3,3,Total,6999.225,200.259892848,9.1584375,0.302195126993
3,Total,Total,22171.3625,471.052692469,8.691375,0.211928851043
Total,Total,Total,22164.5958333,221.147275095,8.70060416667,0.0961422717122
