Throughput,Latency
2036,0.48
2288,0.43
2578,0.38
3073,0.32
2595,0.38
2755,0.36
2496,0.4
2636,0.37
2490,0.4
2376,0.42
2622,0.38
2243,0.44
2506,0.39
2045,0.48
2593,0.38
2814,0.35
2427,0.4
2522,0.39
3404,0.29
2639,0.37
2741,0.36
2437,0.4
2389,0.41
2957,0.33
2176,0.45
2079,0.48
2170,0.45
2044,0.48
2190,0.45
1925,0.51
1832,0.53
2050,0.49
2531,0.39
1973,0.49
2043,0.48
1909,0.51
2129,0.46
2209,0.44
2112,0.47
2126,0.46
1917,0.52
2076,0.47
2012,0.48
2102,0.47
2248,0.43
2298,0.43
2240,0.44
2135,0.46
2111,0.47
2221,0.44
2294,0.43
2175,0.45
2343,0.42
1985,0.49
2016,0.49
2375,0.42
2340,0.42
2192,0.44
2273,0.43
2443,0.4
2496,0.39
2882,0.34
2596,0.38
2535,0.39
2579,0.38
2202,0.45
2712,0.36
2547,0.39
2573,0.38
2362,0.42
2174,0.45
2514,0.39
1917,0.51
2231,0.44
2385,0.41
2598,0.38
2675,0.37
2571,0.38
2857,0.35
2422,0.4
