Throughput,Latency
2214,0.45
2275,0.43
1941,0.51
2144,0.46
2088,0.47
1951,0.51
1796,0.55
2219,0.45
2255,0.44
2171,0.45
2391,0.41
2356,0.42
2282,0.43
2052,0.48
2248,0.44
2385,0.41
2413,0.4
2457,0.4
2363,0.42
2476,0.4
2783,0.35
2546,0.38
1904,0.52
2786,0.35
2106,0.47
2506,0.39
2815,0.35
2344,0.42
2473,0.4
2132,0.46
2242,0.44
2577,0.38
2593,0.38
2369,0.42
2580,0.38
2501,0.4
2448,0.4
2346,0.42
2153,0.45
2366,0.41
2060,0.48
2233,0.44
1896,0.52
2204,0.44
1984,0.5
2097,0.47
2333,0.42
2414,0.4
2229,0.43
2415,0.4
2381,0.42
2279,0.43
2378,0.41
2228,0.44
2405,0.41
2592,0.38
2324,0.43
2283,0.43
2098,0.47
2276,0.43
2120,0.46
2320,0.42
2033,0.49
2299,0.43
2252,0.44
2262,0.44
1918,0.52
2690,0.37
2509,0.39
2427,0.41
2175,0.46
1960,0.51
747,1.33
1818,0.54
1422,0.7
1853,0.53
1643,0.6
2076,0.48
1417,0.7
1929,0.49
