Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,8765.675,409.964363224,8.605383875,0.541787119576,4382.825,0.0,4382.85,0.0,8765.675,44.4,12.2491022663,5.028440125,0.377434907194,3.534537,0.17161236152
1,2,9480.2625,650.777426879,8.406639375,0.580186045308,4740.05,0.0,4740.2125,0.0,9480.2625,46.875,12.5611164141,5.0894425,0.352048802186,3.286331625,0.235866519538
1,Total,18245.9375,563.264453117,8.506011625,0.328604549421,9122.875,0.0,9123.0625,0.0,18245.9375,45.6375,9.86105207882,5.0589413125,0.231681165554,3.4104343125,0.110446821102
2,1,9002.6,359.291588504,8.250346125,0.394547252717,4501.3,0.0,4501.3,0.0,9002.6,40.65,10.6498945142,4.7695985,0.271807692778,3.4382815,0.13840000183
2,2,9237.2125,307.674523645,8.527488375,0.37830436051,4618.6875,0.0,4618.525,0.0,9237.2125,49.3875,10.0813071159,5.128681,0.277238017863,3.3667735,0.122459387276
2,Total,18239.8125,448.626598808,8.38891725,0.271522186553,9119.9875,0.0,9119.825,0.0,18239.8125,45.01875,7.42534308545,4.94913975,0.207584454276,3.4025275,0.0843845116383
3,1,8848.9875,334.973095226,8.576585125,0.414295254534,4424.525,0.0,4424.4625,0.0,8848.9875,45.075,9.68069330083,5.027022,0.292062829691,3.508496125,0.134218897361
3,2,9497.6,511.494994222,8.470710375,0.504695013575,4748.75,0.0,4748.85,0.0,9497.6,51.175,11.2775962516,5.153165,0.312015175045,3.289887625,0.200901176293
3,Total,18346.5875,584.366468461,8.52364775,0.338932647374,9173.275,0.0,9173.3125,0.0,18346.5875,48.125,7.25201848811,5.0900935,0.233972166406,3.399191875,0.115532042392
Total,Total,18277.4458333,332.526153255,8.472858875,0.190603448216,9138.7125,0.0,9138.73333333,0.0,18277.4458333,46.2604166667,4.61124746676,5.03272485417,0.131461458131,3.40405122917,0.0650050164129
