Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,2921.8375,141.039490273,10.96575,0.529553848519
1,1,2,3171.55,224.023049221,10.131,0.750440545718
1,1,Total,6093.3875,203.225602254,10.548375,0.353625682633
1,2,1,2945.6,143.529523272,10.879625,0.535767387061
1,2,2,3241.0375,222.148282315,9.91575,0.726883019509
1,2,Total,6186.6375,199.470263242,10.3976875,0.341856383857
1,3,1,2837.65,133.537943216,11.29225,0.545694250648
1,3,2,3016.6,205.795314311,10.650375,0.777017087198
1,3,Total,5854.25,189.922202594,10.9713125,0.371286459873
1,Total,Total,18134.275,536.518735738,10.639125,0.320693580171
2,1,1,3004.5125,97.2180107486,10.650625,0.357464147977
2,1,2,3081.3125,100.126324483,10.383625,0.360689367213
2,1,Total,6085.825,132.338535486,10.517125,0.240998417716
2,2,1,3037.05,107.919437838,10.540625,0.384471834823
2,2,2,3165.8875,108.965096461,10.111625,0.367483552547
2,2,Total,6202.9375,144.609674882,10.326125,0.253143496355
2,3,1,2888.5875,112.91866612,11.083875,0.450371137388
2,3,2,2906.4875,108.473177429,11.012875,0.431585812199
2,3,Total,5795.075,154.458119759,11.048375,0.305429532572
2,Total,Total,18083.8375,368.08651445,10.6305416667,0.215916060258
3,1,1,2954.8,107.240696979,10.8335,0.399731238823
3,1,2,3169.1125,177.017698733,10.12175,0.634140053612
3,1,Total,6123.9125,209.551854176,10.477625,0.380195631688
3,2,1,2971.9375,117.554656693,10.775625,0.433238741299
3,2,2,3253.7,186.761839812,9.862,0.642263402726
3,2,Total,6225.6375,224.047477097,10.3188125,0.394352733378
3,3,1,2846.9375,108.445674873,11.245,0.432493506207
3,3,2,2992.525,168.725301052,10.719875,0.694784355489
3,3,Total,5839.4625,197.090799851,10.9824375,0.401791867644
3,Total,Total,18189.0125,576.344536851,10.5929583333,0.359952037651
Total,Total,Total,18135.7083333,303.983799142,10.620875,0.184819061363
