Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,2829.675,110.536754298,40.6997315,1.62799636752,0.0,0.0,2829.675,0.0,2829.675,108.5375,3.03541855809,37.916019375,1.51387150255,2.74948425,0.113873100743
1,2,3388.875,105.505699048,34.133733875,1.09541302357,0.0,0.0,3388.875,0.0,3388.875,109.3375,2.85046631761,31.8085035,1.02064286393,2.306628375,0.0746156226463
1,Total,6218.55,178.728342053,37.4167326875,1.15149036723,0.0,0.0,6218.55,0.0,6218.55,108.9375,2.15297115868,34.8622614375,1.07202811331,2.5280563125,0.0794355062926
2,1,2830.275,105.403261185,40.701192375,1.50144163726,0.0,0.0,2830.275,0.0,2830.275,109.45,2.65720896688,37.9173595,1.39661161105,2.749544125,0.105231436617
2,2,3410.975,95.2251130317,33.968962125,0.958751705447,0.0,0.0,3410.975,0.0,3410.975,108.9125,2.97752658375,31.655039625,0.894699138695,2.2947255,0.0640983006923
2,Total,6241.25,176.640842791,37.33507725,1.08606624442,0.0,0.0,6241.25,0.0,6241.25,109.18125,1.96527408144,34.7861995625,1.01107802922,2.5221348125,0.0752294685202
3,1,2807.0875,138.900947655,41.080146,1.9795233204,0.0,0.0,2807.0875,0.0,2807.0875,108.45,3.13372831697,38.26771775,1.83822517951,2.77920825,0.143677764246
3,2,3386.575,118.023788098,34.05074825,1.23399849973,0.0,0.0,3386.575,0.0,3386.575,108.975,5.45400793286,31.730874875,1.15243384972,2.301322875,0.0822808949816
3,Total,6193.6625,224.892263588,37.565447125,1.42804869877,0.0,0.0,6193.6625,0.0,6193.6625,108.7125,3.36001714131,34.9992963125,1.32990468449,2.5402655625,0.0992281818157
Total,Total,6217.82083333,108.587931194,37.4390856875,0.698114444689,0.0,0.0,6217.82083333,0.0,6217.82083333,108.94375,1.61783827006,34.8825857708,0.650271497582,2.53015222917,0.0481798532181
