Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,935.6375,33.2349685258,42.782,1.57660699613
1,1,2,1119.225,34.7508218644,35.752625,1.1213765769
1,1,Total,2054.8625,54.5217976964,39.2673125,1.09175678417
1,2,1,941.9125,37.363149025,42.511125,1.7631222261
1,2,2,1127.6625,35.7590189562,35.487,1.1917558581
1,2,Total,2069.575,60.952726027,38.9990625,1.24015517959
1,3,1,927.95,35.8922085265,43.14,1.74282689032
1,3,2,1111.05,33.7762181334,36.0165,1.12843467251
1,3,Total,2039.0,57.8325824682,39.57825,1.20941771218
1,Total,Total,6163.4375,156.035848182,39.2815416667,1.05507939506
2,1,1,935.0125,35.6269325481,42.822,1.66540632515
2,1,2,1124.5625,30.8921536677,35.5745,0.961035701862
2,1,Total,2059.575,58.436761232,39.19825,1.16524433793
2,2,1,941.85,38.4773811578,42.52025,1.79351008297
2,2,2,1133.825,29.9424659276,35.282375,0.929136312914
2,2,Total,2075.675,59.0515275958,38.9013125,1.1804924803
2,3,1,928.45,38.3685987116,43.13925,1.82081896653
2,3,2,1115.6,30.9591809658,35.859625,0.968831272622
2,3,Total,2044.05,61.4009235901,39.4994375,1.24911411488
2,Total,Total,6179.3,152.029094484,39.1996666667,1.00389881313
3,1,1,928.4875,42.1780414854,43.1405,1.9513850323
3,1,2,1122.1,35.5611792318,35.661,1.17265640235
3,1,Total,2050.5875,66.2595001548,39.40075,1.34840437818
3,2,1,932.5875,43.3845605595,42.95575,2.04208182122
3,2,2,1130.4875,38.5020117015,35.40475,1.24183609979
3,2,Total,2063.075,72.1434532588,39.18025,1.47492906931
3,3,1,920.6875,42.4945547517,43.512125,2.01846394395
3,3,2,1114.075,40.5692953047,35.928875,1.30588055917
3,3,Total,2034.7625,70.9655369648,39.7205,1.41916395428
3,Total,Total,6148.425,193.743780627,39.4338333333,1.30274370748
Total,Total,Total,6163.72083333,99.5845299436,39.3050138889,0.661577138249
