Throughput,latency(ms)
10560.3333333,6.09666666667
10338.0,6.2
10769.6666667,5.95666666667
10772.6666667,5.95333333333
10924.6666667,5.85666666667
10757.0,5.95
10480.0,6.1
10676.0,6.01
10746.3333333,5.97666666667
10851.3333333,5.89666666667
10928.3333333,5.86
10348.0,6.19333333333
10743.3333333,5.96333333333
10928.3333333,5.84
10962.3333333,5.84333333333
10615.0,6.03666666667
10940.3333333,5.86
10956.6666667,5.74666666667
11028.0,5.88666666667
10600.0,6.03666666667
10498.3333333,6.11666666667
10998.0,5.82
10921.6666667,5.87333333333
10786.0,5.93
11148.0,5.74
10793.0,5.93333333333
10791.6666667,5.93666666667
10668.6666667,6.0
10560.3333333,6.07333333333
10638.3333333,6.01333333333
10843.6666667,5.89666666667
10898.3333333,5.87
11236.6666667,5.69666666667
11258.6666667,5.68
11022.0,5.79666666667
11024.3333333,5.80666666667
10964.6666667,5.84
10969.6666667,5.84333333333
11038.0,5.79333333333
10703.0,6.02
11120.3333333,5.75333333333
11176.0,5.72333333333
11078.3333333,5.76
10999.0,5.82333333333
11018.6666667,5.77333333333
11168.0,5.76333333333
10955.0,5.83
11211.0,5.72
11062.6666667,5.79
10185.0,6.3
11035.6666667,5.78333333333
10835.3333333,5.93666666667
11092.3333333,5.76666666667
11178.3333333,5.71333333333
10648.3333333,5.93333333333
11376.3333333,5.7
10912.0,5.86333333333
11165.3333333,5.73
10991.3333333,5.82333333333
10734.3333333,5.96333333333
11174.0,5.72666666667
11089.6666667,5.76333333333
10870.0,5.89333333333
11059.0,5.78333333333
11093.0,5.75333333333
11131.3333333,5.76333333333
10523.6666667,6.10666666667
11306.3333333,5.66
10526.0,6.08333333333
10854.3333333,5.91333333333
10828.0,5.91333333333
11020.6666667,5.81333333333
10903.0,5.86666666667
10927.0,5.85666666667
10910.3333333,5.84
10690.0,6.00333333333
10276.0,6.24
10769.0,5.95333333333
10655.0,6.01
10703.0,5.98333333333
