Throughput,latency(ms)
8901.33333333,5.83333333333
8648.33333333,6.00333333333
9203.66666667,5.66666666667
9040.66666667,5.75333333333
8793.66666667,5.92
8776.0,5.94
8894.0,5.85333333333
8719.0,5.98333333333
8890.33333333,5.86
8580.33333333,6.06333333333
8916.0,5.84333333333
8443.0,6.10666666667
6099.33333333,92.1766666667
6095.33333333,213.663333333
7186.0,11.3933333333
8668.0,6.01333333333
8808.33333333,5.91
8277.0,6.24666666667
5539.66666667,22.05
6219.33333333,29.0766666667
5348.0,24.51
5369.33333333,246.06
5652.33333333,214.86
5964.0,258.056666667
5412.33333333,388.993333333
5762.33333333,273.95
3999.66666667,317.86
4479.0,296.046666667
7203.66666667,9.34333333333
9160.0,5.69333333333
7777.66666667,5.82666666667
4921.66666667,61.5366666667
5962.33333333,26.5966666667
6781.33333333,15.16
8062.33333333,6.06333333333
7885.66666667,7.59333333333
6714.66666667,9.28333333333
8113.33333333,6.52666666667
5878.66666667,144.106666667
7848.33333333,7.66
9151.0,5.68333333333
9172.66666667,5.68
8592.0,5.85666666667
6112.33333333,172.416666667
8074.66666667,7.31333333333
8996.0,5.78333333333
9028.0,5.76333333333
8974.66666667,5.80666666667
8949.0,5.82333333333
9369.0,5.54666666667
9187.33333333,5.66666666667
8954.0,5.79666666667
8990.33333333,5.78666666667
9072.66666667,5.74
9140.33333333,5.69
9036.0,5.75666666667
9467.33333333,5.49333333333
8998.33333333,5.76
8774.0,5.93333333333
8456.0,6.15333333333
8937.33333333,5.82
8955.33333333,5.81
9030.66666667,5.75333333333
8930.66666667,5.82333333333
8515.33333333,6.14
8913.66666667,5.83666666667
8523.33333333,6.11
8993.66666667,5.79666666667
9014.33333333,5.77333333333
8998.0,5.77666666667
9019.0,5.76666666667
8629.66666667,6.03333333333
8341.33333333,6.23666666667
8594.66666667,6.04666666667
8660.0,5.99666666667
9312.0,5.58333333333
8577.0,6.06333333333
8947.0,5.80666666667
8188.66666667,6.37
8630.33333333,6.01333333333
